temp,pH,turbidity,NO2,NH4,TOC,TP,TN,salinity,chlorophyll,source
31.26,8.43,18.0,0.009000000000000001,0.156,1515.0,1.581,157.02499999999998,40.48,14.229999999999999,cleaned
33.6,8.52,1.36,0.0775,1.6484999999999999,1002.92,0.40700000000000003,84.88,37.2,0.6999999999999998,cleaned
31.38,8.18,24.1,0.085,0.7150000000000001,1299.58,1.63,111.35,26.08,24.075,cleaned
34.59,8.7,1.35,0.35,1.54,1584.585,0.48,104.72999999999999,50.1,2.27,cleaned
32.11,,20.0,0.15,16.295,1861.667,2.1950000000000003,212.86,28.5,35.98,cleaned
30.8,8.17,17.5,,0.199,1150.5,1.027,78.55000000000001,31.35,13.38,cleaned
30.64,8.07,17.4,0.015,0.267,1274.0,1.057,132.95,34.43,22.725000000000005,cleaned
30.58,8.11,19.2,0.0955,0.29000000000000004,2076.298,2.132,116.963,42.25,39.36,cleaned
31.61,8.07,19.5,0.0955,0.405,1902.085,4.29,210.7145,23.65,31.005,cleaned
28.18,8.22,12.2,0.05,0.25,1588.75,1.2,147.97500000000002,33.02,12.085,cleaned
29.97,7.62,58.6,,22.54,2072.335,3.95,156.555,26.27,218.04,cleaned
32.5,8.8,3.39,0.022,0.236,1600.8,0.9964999999999999,121.43,30.74,5.905,cleaned
25.03,8.24,14.0,0.1115,10.379,769.5,0.5055000000000001,65.7,18.33,5.29,cleaned
24.74,8.16,5.59,0.108,7.837999999999999,1018.0,0.443,75.7,34.79,4.35,cleaned
24.96,8.19,12.0,0.1315,4.4505,1119.5,1.362,83.3,27.3,6.78,cleaned
27.82,8.08,11.19,,,863.35,0.586,87.25,27.73,2.475,cleaned
31.8,7.94,10.3,0.015,9.935500000000001,1186.5,0.6245,90.44999999999999,35.77,7.239999999999999,cleaned
30.51,7.97,18.3,,0.246,1735.0,1.6065,123.4,33.58,22.63,cleaned
25.994999999999997,8.375,1.14,0.1465,6.2725,799.05,0.4865,55.85,23.92,1.21,cleaned
25.455,8.25,1.71,0.041999999999999996,1.7309999999999999,815.8499999999999,0.2315,63.3,36.56,0.7250000000000001,cleaned
26.494999999999997,8.465,0.89,0.0405,1.4615,804.75,0.6315,55.0,30.895,0.93,cleaned
29.494999999999997,8.37,2.99,,,294.5,0.2115,27.75,38.025000000000006,0.27,cleaned
31.77,8.24,1.47,0.04,2.825,323.90000000000003,0.315,59.165,43.01,0.5800000000000001,cleaned
34.56,8.325,0.8,0.023,2.5125,547.15,0.358,34.1,39.155,0.3499999999999999,cleaned
31.785,8.335,1.38,0.0195,2.0705,757.2,0.35750000000000004,58.45,38.96,0.66,cleaned
19.11,8.215,0.77,0.055,1.194,503.875,0.489,39.405,29.88,0.215,cleaned
25.62,8.38,1.57,0.098,3.923,839.0,0.536,54.5,25.45,3.485,cleaned
22.6,8.195,1.22,0.1175,5.083,323.85,0.406,31.67,33.06,0.34,cleaned
21.61,8.23,3.85,0.045,1.47,491.28999999999996,0.51,28.115000000000002,29.345,0.11,cleaned
20.08,8.23,0.83,0.035,1.355,388.875,0.37,28.33,35.92,0.205,cleaned
24.255,7.85,0.92,0.135,7.454000000000001,332.54999999999995,0.4535,43.9285,34.0,0.64,cleaned
25.01,8.21,0.75,0.089,3.436,409.05,0.469,37.85,31.555,0.44999999999999996,cleaned
24.035,8.065000000000001,1.68,0.17,7.415,432.03999999999996,0.565,37.875,26.87,0.36999999999999994,cleaned
24.216,8.135,0.97,0.1325,9.161999999999999,460.95,0.28700000000000003,42.2355,26.085,0.165,cleaned
25.395,8.25,1.43,0.065,2.327,1007.35,0.344,67.15,38.365,1.96,cleaned
26.33,8.48,0.7,0.085,3.7059999999999995,720.3,0.6925,48.2,32.45,0.32,cleaned
24.509999999999998,8.455,0.88,0.012,1.083,641.3,0.505,69.16499999999999,30.29,0.315,cleaned
23.32,8.28,1.1,,0.585,769.7915,0.38,65.475,40.19,0.275,cleaned
26.355,8.34,1.84,0.089,1.658,652.25,0.46699999999999997,52.855000000000004,35.085,0.945,cleaned
29.634999999999998,8.425,0.83,,,403.55,0.205,35.1,36.86,0.275,cleaned
27.965,8.2,1.41,0.0415,1.5325,737.375,0.363,70.24000000000001,39.085,0.345,cleaned
30.67,8.425,0.98,0.044,2.011,584.9,0.309,26.755,42.35,0.94,cleaned
27.33,8.465,0.8,0.055,1.655,553.6665,0.345,52.620000000000005,40.575,0.43,cleaned
28.2085,8.41,1.51,0.035,1.2349999999999999,749.625,0.475,51.3,39.42,0.385,cleaned
34.765,8.41,0.75,0.038,2.8605,543.0999999999999,0.3675,40.9,37.83,0.23,cleaned
33.59,8.36,5.79,0.006,0.2235,1383.75,1.1099999999999999,56.721000000000004,39.05,18.015,cleaned
30.99,8.27,1.0,0.0175,0.7595000000000001,509.34999999999997,0.37,46.6665,38.62,0.465,cleaned
32.97,8.285,1.16,0.0125,1.4144999999999999,620.25,0.3285,54.525,41.0,0.805,cleaned
30.97,8.35,2.38,0.04,2.375,569.42,0.345,47.56,34.83,0.7799999999999999,cleaned
33.45,8.18,0.75,0.275,2.205,1101.25,0.36,90.155,47.64,0.5,cleaned
30.15,,0.63,0.025,0.6,462.0,0.325,39.29,36.35,0.875,cleaned
31.83,8.25,1.36,0.0225,2.0404999999999998,716.5999999999999,0.357,54.8,38.89,1.05,cleaned
31.86,8.155000000000001,1.31,0.0305,1.7334999999999998,872.1,0.297,75.25,34.43,2.725,cleaned
30.835,8.04,2.87,0.0125,0.2915,1018.75,0.6944999999999999,42.943,42.64,9.12,cleaned
29.235,8.16,2.25,0.025,0.481,779.955,0.45599999999999996,80.3575,39.92,3.5849999999999995,cleaned
27.619999999999997,8.355,2.4,0.015,0.325,886.25,0.43,88.69,40.379999999999995,2.435,cleaned
30.08,8.135000000000002,1.04,,1.645,588.835,0.395,50.125,35.54,0.63,cleaned
32.085,7.885,1.18,0.037,2.7095,906.7,0.4565,65.0,40.230000000000004,0.98,cleaned
23.82,8.075,20.4,0.1505,0.07100000000000001,446.45000000000005,0.756,35.25,29.185000000000002,3.375,cleaned
24.465,8.145,9.28,0.098,0.897,382.75,0.5985,23.45,39.035,1.7250000000000003,cleaned
24.384999999999998,8.024999999999999,15.1,0.156,1.049,545.8,1.3405,40.0,31.3,2.415,cleaned
27.665,8.495000000000001,20.9,,,977.5,1.849,82.85,32.515,13.08,cleaned
32.07,8.08,9.27,0.10600000000000001,1.6445,478.70000000000005,0.86,31.75,36.79,1.5599999999999998,cleaned
29.229999999999997,7.965,27.3,0.1655,5.811,990.4,1.048,37.7,35.815,3.03,cleaned
21.6,8.12,13.4,0.036500000000000005,0.706,483.75,0.6865,39.58,29.19,2.04,cleaned
25.37,8.52,0.9,0.025500000000000002,,545.65,0.426,32.0,29.86,0.415,cleaned
22.085,8.024999999999999,14.7,0.0375,0.514,313.6,0.827,27.975,33.065,5.04,cleaned
21.95,7.955,25.0,0.14,3.0999999999999996,420.83500000000004,1.28,27.090000000000003,29.8,12.01,cleaned
19.92,7.97,4.41,0.015,0.275,404.95849999999996,0.45499999999999996,24.880000000000003,34.35,1.04,cleaned
25.08,7.91,14.0,0.109,1.7555,435.20000000000005,0.7615000000000001,31.905,32.58,2.42,cleaned
24.645,8.165,9.04,0.113,2.1405000000000003,767.45,0.841,60.099999999999994,28.665,2.84,cleaned
24.655,7.87,36.2,0.10500000000000001,17.035,519.25,1.4,55.364999999999995,26.68,17.575,cleaned
25.132,8.48,12.3,0.096,0.2505,1091.65,1.1949999999999998,59.525499999999994,14.1,14.71,cleaned
24.94,8.44,3.8,0.020999999999999998,0.0725,767.7,0.8155,63.7,41.31,8.555,cleaned
25.88,8.35,1.45,0.012,0.26849999999999996,530.55,0.9465,33.2,31.84,0.355,cleaned
24.35,7.98,13.2,0.062,0.7815000000000001,456.79999999999995,0.7435,52.025000000000006,33.76,1.4400000000000002,cleaned
24.92,8.31,6.21,,0.01,926.6665,1.045,85.475,40.01,5.074999999999999,cleaned
25.353,7.92,25.0,0.103,2.815,590.1,1.3855,56.905,35.72,9.605,cleaned
29.56,8.68,2.37,,,957.5,0.735,66.2,31.39,3.0849999999999995,cleaned
29.09,8.25,7.99,0.0695,0.4645,754.75,0.6865,43.57,37.36,1.28,cleaned
29.15,8.26,28.3,0.016,0.22449999999999998,1182.5,1.7605,55.849999999999994,44.75,20.775,cleaned
27.67,8.22,2.62,0.05,0.33,456.29150000000004,0.505,36.55,39.23,0.565,cleaned
28.564,7.88,22.4,0.975,5.87,460.375,1.14,42.75,38.36,2.845,cleaned
31.41,8.04,6.02,0.03,0.435,481.125,0.505,36.845,40.14,0.9899999999999999,cleaned
33.04,8.26,0.9,0.0295,0.825,409.15,0.47350000000000003,20.7,37.77,0.15000000000000002,cleaned
32.08,8.41,5.39,0.0085,0.11449999999999999,572.4165,0.6925,20.766,39.05,3.0849999999999995,cleaned
31.17,8.16,4.83,0.027,0.5235,330.15,0.433,29.405,37.75,1.0,cleaned
33.1,7.99,4.05,0.0025,0.726,831.125,0.5825,64.045,39.45,0.895,cleaned
30.6,7.9,26.9,0.27,4.765000000000001,543.75,0.995,52.385,34.55,2.395,cleaned
31.48,,3.62,0.02,0.56,373.917,0.45,27.86,35.59,0.69,cleaned
30.67,8.12,0.54,0.018,0.8755,394.6,0.369,25.549999999999997,36.45,0.515,cleaned
30.69,8.01,1.51,0.0755,2.591,565.6500000000001,0.385,49.15,37.62,0.7399999999999999,cleaned
29.805,8.02,2.08,0.012,0.5329999999999999,401.83349999999996,0.4285,16.524,40.375,0.7050000000000001,cleaned
29.47,8.06,14.2,0.003,0.182,900.0,1.391,105.7145,33.77,19.76,cleaned
27.48,8.06,9.11,0.005,0.125,565.3335,0.825,51.545,35.64,6.7,cleaned
31.17,8.03,6.99,0.041,2.8819999999999997,568.7,0.6335,45.595,37.9,1.9750000000000003,cleaned
20.205,8.165,1.09,0.012,1.0565,687.375,0.40800000000000003,56.905,25.945,0.17499999999999996,cleaned
25.067,8.155000000000001,5.41,0.249,6.7955,521.4,0.36150000000000004,44.85,23.295,0.345,cleaned
20.225,8.274999999999999,4.89,0.006,0.158,934.6,0.587,71.43,32.16,9.66,cleaned
19.645,8.195,5.54,0.02,1.15,747.25,0.55,46.305,28.415,2.6799999999999997,cleaned
18.9,8.14,1.44,0.07,2.285,731.583,0.33,54.519999999999996,40.275000000000006,0.29000000000000004,cleaned
22.305,8.15,1.03,0.046,1.4435,392.9,0.243,31.6665,37.11,0.365,cleaned
25.945,8.24,4.56,0.065,4.824999999999999,620.295,0.375,45.785,25.825000000000003,1.17,cleaned
24.04,8.114999999999998,2.33,0.2265,3.036,299.0,0.418,25.0,31.615000000000002,0.3499999999999999,cleaned
23.6,8.135000000000002,3.3,0.02,2.2750000000000004,782.46,0.505,59.88,26.56,3.47,cleaned
25.612000000000002,8.184999999999999,1.31,0.173,10.4585,420.25,0.256,45.317499999999995,26.025,0.3499999999999999,cleaned
25.015,8.16,9.8,0.055,2.7905,436.20000000000005,0.226,31.0,35.735,0.895,cleaned
25.78,8.125,2.9,0.1,3.37,594.75,0.31,67.28,35.7,0.59,cleaned
25.195,8.4,2.14,0.0265,0.9924999999999999,734.25,0.7545,55.849999999999994,28.09,1.21,cleaned
24.05,8.32,1.07,0.021,1.0835,495.2,0.3615,52.385000000000005,30.310000000000002,0.0545,cleaned
25.4015,8.235,1.36,0.02,1.32,641.4585,0.225,52.5,41.06,0.205,cleaned
27.345,8.36,1.27,0.034,2.2725,581.4,0.321,47.265,34.75,0.315,cleaned
29.2,8.44,1.27,0.021,1.226,668.78,0.265,60.36,35.805,0.32,cleaned
30.01,8.32,1.25,,,420.75,0.189,36.95,35.465,0.4749999999999999,cleaned
28.61,8.32,1.24,0.062,3.2395,642.65,0.239,27.255000000000003,41.135000000000005,0.665,cleaned
26.17,8.370000000000001,1.48,0.045,2.035,820.3335,0.33999999999999997,67.975,43.290000000000006,0.625,cleaned
28.4115,8.375,3.66,0.045,1.7650000000000001,833.125,0.375,55.51,36.43,1.45,cleaned
31.155,8.35,2.19,0.035,1.225,457.5,0.305,41.129999999999995,41.769999999999996,2.03,cleaned
30.44,8.19,2.16,0.0035,0.827,928.75,0.3935,83.6905,41.295,2.165,cleaned
33.41,8.22,1.67,0.045,4.0665000000000004,600.55,0.333,45.7,37.565,1.0350000000000001,cleaned
31.494999999999997,8.254999999999999,3.17,0.007,0.772,1244.583,0.46499999999999997,44.679,38.545,8.030000000000001,cleaned
30.355,8.379999999999999,1.46,0.0035,0.988,521.295,0.2475,43.93,40.035,0.7050000000000001,cleaned
30.49,8.225000000000001,3.39,0.06,2.96,776.21,0.41000000000000003,69.08,34.57,2.125,cleaned
32.795,8.32,1.29,0.215,2.05,911.25,0.215,73.315,43.99,0.605,cleaned
30.42,,2.49,0.02,1.245,725.708,0.405,67.14500000000001,40.43,1.8549999999999998,cleaned
31.8,8.22,2.4,0.033,2.6875,529.55,0.22799999999999998,49.75,34.285,1.115,cleaned
27.659999999999997,8.184999999999999,2.71,0.3155,4.665,518.625,0.239,46.5475,36.480000000000004,0.305,cleaned
31.185000000000002,8.2,2.26,0.02,2.392,1035.0,0.314,40.156,41.375,3.81,cleaned
31.665,8.235,2.03,0.023,2.3360000000000003,808.7,0.3665,45.35,38.8,1.8,cleaned
26.1,8.09,2.0,0.07500000000000001,2.6550000000000002,378.667,0.21,33.69,39.18,0.4000000000000001,cleaned
30.59,8.03,4.09,,0.525,755.705,0.48,56.385,34.209999999999994,5.109999999999999,cleaned
32.355000000000004,8.16,1.24,0.033,4.7155000000000005,706.2,0.2965,66.19,38.07,0.9049999999999999,cleaned
20.3,7.96,14.5,0.054,0.6855,917.915,0.708,80.11500000000001,13.73,6.544999999999999,cleaned
24.77,8.53,7.0,0.09,0.2945,1072.5,0.9445,84.05,7.21,21.92,cleaned
23.58,8.14,11.1,0.05550000000000001,0.6779999999999999,1259.55,0.879,83.69,25.9,6.16,cleaned
22.035,8.030000000000001,34.3,0.015,0.79,1334.585,1.52,84.38499999999999,25.125,23.649999999999995,cleaned
19.74,8.02,15.0,0.02,0.18,1268.3335,0.815,95.83500000000001,35.3,9.4,cleaned
24.13,7.7,8.56,0.0255,0.242,1913.35,1.4085,106.548,25.58,15.714999999999998,cleaned
24.63,8.06,15.4,0.1225,1.65,768.3,0.6819999999999999,65.6,20.33,9.38,cleaned
24.134999999999998,7.75,15.5,0.255,13.52,1226.25,1.45,100.005,18.04,26.355,cleaned
24.294,8.17,9.52,0.5525,9.368,974.6,1.0165,59.907,2.49,6.64,cleaned
24.240000000000002,8.065,8.3,0.1595,6.3025,1105.0,0.6165,82.30000000000001,32.19,6.91,cleaned
27.36,7.82,4.82,0.1,6.12,1094.585,0.6950000000000001,88.72,33.120000000000005,3.2999999999999994,cleaned
26.28,8.18,26.7,0.0295,0.107,1605.5,1.9755,127.6,16.62,29.060000000000002,cleaned
24.19,8.21,11.9,0.511,8.2375,874.15,0.7535000000000001,97.38,24.6,2.335,cleaned
24.53,8.09,14.1,0.0,0.02,1255.4165,1.01,125.595,37.1,8.68,cleaned
26.99,8.11,7.8,0.088,2.3685,1304.6,0.766,93.69,29.03,5.935,cleaned
28.53,8.42,31.3,,,1479.5,1.6835,135.25,22.42,9.955,cleaned
28.7,8.43,3.42,0.023,0.7384999999999999,874.17,0.592,91.67,31.63,0.89,cleaned
28.93,7.95,13.8,0.016,0.373,1204.6,1.0485,56.870000000000005,37.11,10.48,cleaned
27.99,8.07,9.72,0.02,0.225,1435.4165,0.95,127.38499999999999,43.66,10.975,cleaned
28.5,8.13,15.7,0.03,0.555,1202.08,0.835,80.875,35.5,7.19,cleaned
31.11,7.86,37.8,0.125,1.855,1140.417,0.54,114.63999999999999,44.58,2.655,cleaned
32.63,7.86,15.2,0.077,8.36,2544.5,1.2814999999999999,161.95,25.42,19.18,cleaned
33.34,7.99,6.88,0.041999999999999996,2.7045000000000003,1342.9,0.8835,65.4075,24.73,10.115,cleaned
30.49,8.14,6.24,0.031,0.24050000000000002,1415.0,0.629,113.455,39.14,4.82,cleaned
32.2,8.09,4.62,0.0175,3.5519999999999996,1202.085,0.6425000000000001,95.595,31.84,2.66,cleaned
31.2,8.35,31.2,0.05500000000000001,0.925,1057.92,1.36,156.89,21.46,19.43,cleaned
32.91,8.33,2.45,0.07,0.735,1546.25,0.555,101.62,36.27,3.08,cleaned
30.5,,42.0,0.11,0.29500000000000004,2497.0834999999997,2.27,198.93,30.52,37.055,cleaned
30.53,7.51,8.0,0.001,0.2935,2025.0,1.2915,103.5,28.93,13.5,cleaned
30.72,7.91,8.59,0.0635,1.5655000000000001,1180.0,0.7164999999999999,100.9,27.59,11.67,cleaned
30.42,7.7,10.1,0.056499999999999995,9.0555,1232.917,0.7044999999999999,48.667500000000004,37.86,2.34,cleaned
29.43,7.65,6.51,0.0805,0.2835,1742.5,1.2395,119.643,30.41,10.699999999999998,cleaned
26.555,8.09,13.0,0.08,0.32499999999999996,2340.5085,1.22,182.38,32.93,20.305,cleaned
30.04,7.42,19.9,,1.78,2171.5,3.14,110.04499999999999,14.66,185.73000000000002,cleaned
30.56,8.19,6.32,0.045,2.262,1238.75,0.6859999999999999,79.75999999999999,23.9,2.3,cleaned
25.99,8.1,9.3,0.34199999999999997,10.1685,842.6500000000001,0.78,74.45,17.4,7.935,cleaned
24.95,7.98,9.77,0.148,9.805,1036.5,0.433,74.80000000000001,33.57,2.705,cleaned
25.63,8.19,17.3,0.0385,2.3815,1218.5,1.4329999999999998,90.5,22.46,12.550000000000002,cleaned
27.94,8.14,9.89,,,702.9,0.5085,69.4,22.17,1.015,cleaned
32.5,7.83,4.99,0.2615,12.783,2619.0,1.1975,116.5,27.64,7.94,cleaned
30.0,7.25,9.96,0.0035,0.805,1859.5,1.2565,98.15,33.84,17.145,cleaned
24.009999999999998,8.26,2.68,0.10350000000000001,2.0374999999999996,640.9,0.317,47.25,27.72,2.69,cleaned
24.945,8.1,0.58,0.087,1.262,196.85,0.20700000000000002,72.1,35.6,0.325,cleaned
27.25,8.58,0.42,0.0315,1.028,492.70000000000005,0.6605,35.9,32.46,0.385,cleaned
30.369999999999997,8.335,1.24,,,404.65,0.2065,35.75,37.6,0.665,cleaned
32.489999999999995,8.355,0.89,0.035,1.7734999999999999,442.9,0.3625,25.75,38.29,1.54,cleaned
28.765,8.33,0.83,0.051500000000000004,0.723,790.45,0.27649999999999997,42.7,38.38,0.7399999999999999,cleaned
20.015,8.19,0.72,0.052000000000000005,0.8405,449.41499999999996,0.508,34.644999999999996,29.825,0.295,cleaned
24.21,8.24,1.43,0.2425,3.205,598.25,0.291,44.05,28.384999999999998,0.66,cleaned
20.035,8.265,1.03,0.1955,1.9805000000000001,441.9,0.368,35.355000000000004,33.545,0.43,cleaned
19.97,8.265,1.1,0.01,0.405,463.08500000000004,0.49,24.72,29.72,0.19499999999999998,cleaned
18.765,8.21,1.3,0.045,0.71,523.9165,0.44499999999999995,37.379999999999995,37.08,0.84,cleaned
21.939999999999998,8.085,0.55,0.0925,1.7494999999999998,337.65,0.41200000000000003,25.595,35.34,0.395,cleaned
25.935000000000002,8.075,10.9,,1.085,886.25,0.905,58.885,30.515,13.485,cleaned
24.130000000000003,8.325,2.73,0.055,1.98,464.17,0.765,34.32,27.93,5.705000000000001,cleaned
21.18,8.295,0.87,0.14250000000000002,2.2405,514.65,0.483,39.2,29.85,0.385,cleaned
25.807000000000002,8.16,0.93,0.1785,6.4045,468.05,0.494,41.575,27.92,0.425,cleaned
24.9355,8.125,1.15,0.0555,1.807,525.35,0.2225,34.0,36.635000000000005,0.635,cleaned
24.564999999999998,8.47,0.77,0.0295,0.494,585.8,0.322,55.955,31.564999999999998,0.545,cleaned
25.006500000000003,8.245000000000001,1.05,0.025,0.315,625.625,0.315,48.57,39.2,0.325,cleaned
27.255000000000003,8.475000000000001,1.05,0.07,1.578,660.8499999999999,0.33899999999999997,48.81,36.175,0.525,cleaned
27.18,8.54,0.39,0.073,1.053,615.75,0.637,44.15,32.945,0.455,cleaned
29.465,8.46,0.68,0.0815,2.1905,672.4449999999999,0.3215,61.19,37.775000000000006,0.63,cleaned
30.49,8.455,1.16,,,494.45000000000005,0.20450000000000002,43.25,37.085,0.435,cleaned
29.89,8.37,2.76,0.005,0.6665,673.6,0.5565,36.39,43.83,4.68,cleaned
26.535,8.425,1.29,0.04,0.925,386.583,0.315,34.525,38.94,0.23,cleaned
28.549500000000002,8.585,1.35,0.08499999999999999,1.12,662.42,0.365,44.285,39.03,0.525,cleaned
31.32,8.379999999999999,1.6,0.12,1.5950000000000002,646.5415,0.315,56.545,42.25,0.9199999999999999,cleaned
32.125,8.4,2.11,0.0235,0.5650000000000001,921.25,0.6105,34.609,38.71,6.125,cleaned
30.41,8.1,1.02,0.0175,1.193,481.45000000000005,0.304,42.619,39.33,0.755,cleaned
33.185,8.245000000000001,0.68,0.086,3.2405,479.5,0.3795,27.55,38.0,1.095,cleaned
30.305,8.245000000000001,1.03,0.0515,1.609,571.125,0.346,48.93,39.72,0.96,cleaned
30.535,8.37,1.79,0.10500000000000001,2.105,510.96000000000004,0.33499999999999996,41.765,34.635000000000005,0.545,cleaned
32.51,8.145,1.04,0.27,1.98,814.92,0.35,68.565,46.01,1.245,cleaned
30.39,,1.9,0.045,1.505,474.91650000000004,0.31,36.425,37.11,0.7799999999999999,cleaned
32.34,8.004999999999999,5.91,0.0215,0.2565,1930.8335,1.4175,80.5015,44.06,29.435000000000002,cleaned
28.020000000000003,8.115,2.3,0.033,3.0515,600.915,0.366,65.8335,40.655,2.67,cleaned
32.01,8.0,0.91,0.0815,3.0495,676.05,0.203,59.3,36.185,0.765,cleaned
26.73,8.105,2.47,0.10500000000000001,2.17,516.875,0.275,47.86,40.575,0.64,cleaned
30.9765,8.03,1.06,,1.605,541.04,0.4,42.515,35.435,1.085,cleaned
28.62,8.274999999999999,1.37,0.089,2.5149999999999997,810.7,0.3045,50.75,38.215,0.94,cleaned
32.555,8.09,0.79,0.1055,3.3175,719.15,0.347,59.17,40.535,0.8000000000000002,cleaned
20.085,8.11,1.19,0.0625,1.8405,569.205,0.479,47.025,29.69,0.635,cleaned
24.235,8.28,2.14,0.1255,5.215,626.15,0.293,54.55,25.009999999999998,1.205,cleaned
20.11,8.2,3.37,0.3695,4.484,504.79999999999995,0.45899999999999996,49.760000000000005,33.08,2.335,cleaned
20.024,8.2,2.34,0.14500000000000002,2.5199999999999996,478.67,0.56,29.725,29.835,0.62,cleaned
19.11,8.16,1.43,0.07,1.8599999999999999,756.625,0.41000000000000003,55.355000000000004,39.57,0.435,cleaned
22.395,8.04,1.04,0.1,4.249499999999999,328.15,0.27949999999999997,28.214,37.17,0.29000000000000004,cleaned
25.82,8.14,8.82,,1.58,863.75,0.675,59.28,28.46,8.34,cleaned
23.615000000000002,8.09,5.66,0.015,2.025,917.915,0.735,67.62,28.11,11.515,cleaned
21.36,8.165,1.41,0.605,2.282,376.9,0.4895,30.1,32.36,0.44,cleaned
25.494,8.09,1.28,0.187,8.129999999999999,311.4,0.3145,36.7495,30.119999999999997,0.255,cleaned
25.023,8.14,2.79,0.0385,1.025,645.75,0.24,23.45,35.790000000000006,0.795,cleaned
24.25,8.24,1.16,0.041499999999999995,1.242,398.3,0.279,45.474999999999994,32.150000000000006,0.3,cleaned
24.936999999999998,8.184999999999999,1.89,0.035,0.53,458.41650000000004,0.25,39.644999999999996,40.7,0.34,cleaned
26.2905,8.27,1.43,0.07100000000000001,1.298,480.0,0.325,39.05,35.275,0.565,cleaned
27.21,8.46,0.76,0.020499999999999997,0.764,637.9,0.615,46.3,31.915,0.71,cleaned
29.174999999999997,8.364999999999998,0.93,0.068,2.6005000000000003,602.78,0.291,52.620000000000005,38.135000000000005,0.48500000000000004,cleaned
30.625,8.4,1.68,,,393.35,0.22999999999999998,35.1,38.47,0.745,cleaned
29.835,8.31,1.08,0.0725,3.7405,373.7,0.24,21.82,41.135000000000005,0.665,cleaned
26.525,8.41,2.58,0.1,1.9049999999999998,520.542,0.29,47.855000000000004,39.46,0.385,cleaned
28.137500000000003,8.445,2.61,0.025,0.325,730.75,0.425,46.665,37.7,2.335,cleaned
30.875,8.245000000000001,0.91,0.04,1.75,356.91650000000004,0.215,32.86,40.974999999999994,0.45,cleaned
32.325,8.205,7.55,0.041999999999999996,0.129,1308.75,1.092,54.5415,38.260000000000005,20.51,cleaned
30.384999999999998,8.125,1.61,0.015,1.2085,641.6500000000001,0.365,58.4525,39.54,0.98,cleaned
32.959999999999994,8.254999999999999,1.27,0.053,3.684,572.9,0.312,37.8,37.955,2.6749999999999994,cleaned
30.52,8.305,1.11,0.018000000000000002,1.4609999999999999,496.0,0.32,47.019999999999996,41.125,0.945,cleaned
30.585,8.355,1.54,0.035,1.83,626.5,0.33,49.275,35.35,1.59,cleaned
32.77,8.235,1.43,0.23,1.9449999999999998,880.415,0.26,75.405,44.88,1.58,cleaned
30.48,,1.46,0.025,1.8900000000000001,560.5,0.33,47.144999999999996,39.235,0.9700000000000001,cleaned
31.53,8.1,3.28,0.012,0.4085,1171.6665,0.4695,53.004999999999995,42.235,8.425,cleaned
27.835,8.145,2.32,0.052,4.107,397.08,0.2655,43.0955,37.07,0.415,cleaned
32.13,8.14,0.89,0.0955,2.1185,619.45,0.1925,57.5,36.31,1.105,cleaned
26.89,8.185,1.31,0.08,1.88,320.5,0.215,29.645,39.985,0.34,cleaned
30.685000000000002,8.065000000000001,2.0,0.05,4.02,690.085,0.33499999999999996,55.85,36.05,1.145,cleaned
28.564999999999998,8.34,2.02,0.053,2.3825,945.85,0.3355,58.05,37.69,0.895,cleaned
32.33,8.04,1.29,0.049,6.77,656.65,0.325,61.665,39.055,0.8450000000000001,cleaned
25.101,8.215,3.51,0.028,1.4815,902.9,0.6555,63.099999999999994,22.845,8.4,cleaned
25.049999999999997,8.22,3.17,0.081,4.425,959.15,0.2865,63.849999999999994,36.995000000000005,1.6900000000000002,cleaned
25.525,8.43,1.59,0.043,0.69,750.9,0.8855,52.85,31.15,1.03,cleaned
30.1,8.31,1.16,,,777.05,0.40800000000000003,63.2,30.525,0.4000000000000001,cleaned
33.71,8.27,1.44,0.0345,3.966,500.75,0.4125,37.45,37.97,0.33,cleaned
31.31,8.18,2.36,0.0775,6.8815,629.05,0.455,51.7,35.614999999999995,1.67,cleaned
19.630000000000003,8.155000000000001,0.83,0.0415,0.952,686.75,0.5,55.475,28.355,0.36000000000000004,cleaned
25.0335,8.24,3.8,0.009,0.029,952.5,0.6705,64.4,22.91,10.69,cleaned
21.505000000000003,8.08,1.77,0.1435,4.968999999999999,388.35,0.4525,34.165,32.71,0.615,cleaned
20.185,8.114999999999998,3.99,0.19,5.48,546.54,0.555,38.3,30.04,0.155,cleaned
19.495,8.129999999999999,1.05,0.045,1.185,611.75,0.41500000000000004,42.019999999999996,38.245000000000005,0.245,cleaned
24.05,8.155000000000001,2.1,0.245,5.644,464.5,0.479,41.3,28.305,1.3549999999999998,cleaned
23.59,7.965,12.5,,1.5950000000000002,1015.415,1.665,88.07,28.835,27.225000000000005,cleaned
24.234499999999997,8.235,0.62,0.133,6.486000000000001,556.7,0.219,44.105,22.68,0.24,cleaned
25.215,8.24,2.58,0.07250000000000001,5.133,838.4,0.2585,62.0,36.655,1.065,cleaned
23.81,8.335,1.47,0.02,1.0390000000000001,657.05,0.499,66.665,30.335,0.375,cleaned
25.42,8.43,0.82,0.028,0.6645000000000001,635.0999999999999,0.7484999999999999,45.6,32.29,0.47,cleaned
24.905,8.25,1.32,0.04,1.37,713.708,0.47,56.43,37.370000000000005,0.7200000000000001,cleaned
27.765,8.344999999999999,1.93,0.0905,3.6845,703.7,0.4355,58.75,35.22,0.49,cleaned
