Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.03,0.03,mg/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.252,0.252,ug/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,5.85,5.85,ug/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,7.3,7.3,mg/L
FLAB,FLAB15,P91159-3,12/13/2017,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.34,8.34,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.76,8.76,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,7,Temperature,10,18,18,Deg C
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.178,0.178,ug/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,7.19,7.19,ug/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,7.1,7.1,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.2,1.2,SDU
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,98,SALINITY,480,30,30,PSU
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,1.06,1.06,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.025,0.025,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,20,AMMONIA-N,608,0.161,0.161,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,19,NITRITE-N,615,0.005,0.005,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.005,0.005,mg/L
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,12,TURBIDITY,82079,12.9,12.9,NTU
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,0.6,0.6,meters
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,10,"PH, FIELD",400,8.1,8.1,None
FLAB,FLAB15,P91154-4,1/16/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,46138,"46,138",uS/cm
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,48502,"48,502",uS/cm
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,20,AMMONIA-N,608,-0.005,-0.005,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.073,0.073,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.832,0.83,ug/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,2.51,2.51,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,0.3,0.3,meters
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,98,SALINITY,480,31.6,31.6,PSU
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,12,TURBIDITY,82079,17,17,NTU
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,53.1,53.1,ug/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,10,"PH, FIELD",400,8,8,None
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.006,0.006,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,17.4,17.4,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,7,Temperature,10,26.7,26.7,Deg C
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.57,7.57,mg/L
FLAB,FLAB15,P92112-3,2/28/2018,SAMP,G,SA,78,NITRATE-N,620,0.006,0.006,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,2.11,2.11,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,98,SALINITY,480,32.9,32.9,PSU
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,2.4,2.4,SDU
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,13.3,13.3,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,41.9,41.9,ug/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.4,0.4,ug/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,7,Temperature,10,25.6,25.6,Deg C
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.82,7.82,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,50227,"50,227",uS/cm
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,10,"PH, FIELD",400,7.9,7.9,None
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,2,2,meters
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,12,TURBIDITY,82079,18.9,18.9,NTU
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,20,AMMONIA-N,608,0.01,0.01,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P92113-4,3/1/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.065,0.065,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,8.7,8.7,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,78,NITRATE-N,620,0.005,0.005,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,19,NITRITE-N,615,0.007,0.007,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,6.89,6.89,ug/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,2.26,2.26,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.011,0.011,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.108,0.11,ug/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,58209,"58,209",uS/cm
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,20,AMMONIA-N,608,0.116,0.116,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,10,"PH, FIELD",400,7.9,7.9,None
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,7,Temperature,10,29.4,29.4,Deg C
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,98,SALINITY,480,38.7,38.7,PSU
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.022,0.022,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,12,TURBIDITY,82079,5,5,NTU
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,1.14,1.14,mg/L
FLAB,FLAB15,P92872-3,4/10/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1.3,1.3,meters
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,7,Temperature,10,24.7,24.7,Deg C
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5.06,5.06,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,53195,"53,195",uS/cm
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,10,"PH, FIELD",400,7.8,7.8,None
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,0.4,0.4,meters
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,12,TURBIDITY,82079,7.2,7.2,NTU
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,19,NITRITE-N,615,0.002,0.002,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,20,AMMONIA-N,608,0.087,0.087,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.017,0.017,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,0.834,0.83,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,98,SALINITY,480,35.1,35.1,PSU
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,7.6,7.6,mg/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,4.51,4.51,ug/L
FLAB,FLAB15,P92873-4,5/22/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.146,0.146,ug/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.017,0.017,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,20,AMMONIA-N,608,0.255,0.255,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,19,NITRITE-N,615,0.017,0.017,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,0.078,0.078,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,12,TURBIDITY,82079,5.2,5.2,NTU
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1.3,1.3,meters
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,10,"PH, FIELD",400,8.2,8.2,None
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,46763,"46,763",uS/cm
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,4.89,4.89,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,7,Temperature,10,29.9,29.9,Deg C
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.062,0.062,ug/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,1.42,1.42,ug/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,6.2,6.2,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,98,SALINITY,480,30.2,30.2,PSU
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,0.97,0.97,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,78,NITRATE-N,620,0.061,0.061,mg/L
FLAB,FLAB15,P93694-3,6/7/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1.3,1.3,meters
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,10.1,10.1,ug/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,10,"PH, FIELD",400,8,8,None
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,11,11,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,48972,"48,972",uS/cm
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,98,SALINITY,480,31.8,31.8,PSU
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,12,TURBIDITY,82079,5.8,5.8,NTU
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,1.2,1.2,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5.74,5.74,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,20,AMMONIA-N,608,0.009,0.009,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.028,0.028,mg/L
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,7,Temperature,10,32.1,32.1,Deg C
FLAB,FLAB15,P93695-4,7/10/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.084,0.08,ug/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.015,0.015,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,0.969,0.97,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,98,SALINITY,480,33.4,33.4,PSU
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.2,1.2,SDU
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,9.9,9.9,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,2.09,2.09,ug/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.044,0.044,ug/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,7,Temperature,10,29.5,29.5,Deg C
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5.3,5.3,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,51075,"51,075",uS/cm
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,10,"PH, FIELD",400,8.1,8.1,None
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1.2,1.2,meters
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,12,TURBIDITY,82079,3.6,3.6,NTU
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P94931-3,8/6/2018,SAMP,G,SA,20,AMMONIA-N,608,0.015,0.015,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,179,CHLOROPHYLL-A(LC),98011,-0.018,-0.018,ug/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,100,"CARBON, TOTAL ORGANIC",680,-0.8,-0.8,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,12,TURBIDITY,82079,-0.1,-0.1,NTU
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,181,PHEOPHYTIN-A(LC),98013,-0.009,-0.009,ug/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,20,AMMONIA-N,608,-0.005,-0.005,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,25,"PHOSPHATE, TOTAL AS P",665,-0.002,-0.002,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,80,TOTAL NITROGEN,97017,-0.02,-0.02,mg/L
FLAB,FLAB15,P94931-7,8/6/2018,FCEB,G,DI,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,98,SALINITY,480,33.5,33.5,PSU
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,12,TURBIDITY,82079,5.6,5.6,NTU
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1.5,1.5,meters
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,10,"PH, FIELD",400,8,8,None
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,51237,"51,237",uS/cm
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.4,6.4,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,7,Temperature,10,28.8,28.8,Deg C
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.07,0.07,ug/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,6.02,6.02,ug/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.02,0.02,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,1.55,1.55,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,20,AMMONIA-N,608,0.006,0.006,mg/L
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.5,1.5,SDU
FLAB,FLAB15,P95250-4,9/6/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,13.1,13.1,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,181,PHEOPHYTIN-A(LC),98013,-0.008,-0.008,ug/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,80,TOTAL NITROGEN,97017,-0.02,-0.02,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,25,"PHOSPHATE, TOTAL AS P",665,-0.002,-0.002,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,20,AMMONIA-N,608,-0.005,-0.005,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,179,CHLOROPHYLL-A(LC),98011,-0.016,-0.016,ug/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,12,TURBIDITY,82079,-0.1,-0.1,NTU
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,100,"CARBON, TOTAL ORGANIC",680,-0.8,-0.8,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P95250-11,9/6/2018,FCEB,G,DI,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,80,TOTAL NITROGEN,97017,2.6,2.6,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,19,NITRITE-N,615,-0.002,-0.002,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,12,TURBIDITY,82079,9,9,NTU
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,11,SECCHI DISK DEPTH,78,1,1,meters
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,10,"PH, FIELD",400,8.1,8.1,None
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,9,"SP CONDUCTIVITY, FIELD",94,57504,"57,504",uS/cm
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,8,DISSOLVED OXYGEN,299,4.24,4.24,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,7,Temperature,10,27.6,27.6,Deg C
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,181,PHEOPHYTIN-A(LC),98013,0.168,0.17,ug/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.044,0.044,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,78,NITRATE-N,620,-0.005,-0.005,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,20,AMMONIA-N,608,0.017,0.017,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,98,SALINITY,480,38.3,38.3,PSU
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,99,"DEPTH, TOTAL",82903,1.3,1.3,SDU
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,19.2,19.2,mg/L
FLAB,FLAB15,P95251-3,10/3/2018,SAMP,G,SA,179,CHLOROPHYLL-A(LC),98011,18.6,18.6,ug/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,80,TOTAL NITROGEN,97017,-0.02,-0.02,mg/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,25,"PHOSPHATE, TOTAL AS P",665,-0.002,-0.002,mg/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,23,"PHOSPHATE, ORTHO AS P",671,-0.002,-0.002,mg/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,20,AMMONIA-N,608,0.008,0.008,mg/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,181,PHEOPHYTIN-A(LC),98013,-0.008,-0.008,ug/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,18,NITRATE+NITRITE-N,631,-0.005,-0.005,mg/L
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,12,TURBIDITY,82079,-0.1,-0.1,NTU
FLAB,FLAB15,P95251-7,10/3/2018,FCEB,G,DI,100,"CARBON, TOTAL ORGANIC",680,-0.8,-0.8,mg/L
