#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,TB/chlorophyll2,TB/cond2,TB/depth,TB/dissolved_oxygen,TB/pH,TB/FDOM,TB/rain,TB/salinity2,TB/surface_temperature,TB/turbidity2,TB/stage
2021-04-27,4.023,47.562,0.431,6.940,8.246,36.272,0.000,30.975,28.617,5.784,-0.273
2021-04-28,4.302,47.888,0.402,6.992,8.274,34.439,0.000,31.212,27.938,7.468,-0.371
2021-04-29,4.478,47.876,0.448,6.746,8.260,35.218,0.000,31.203,29.173,6.069,-0.189
2021-04-30,4.916,48.316,0.453,7.309,8.266,36.496,0.000,31.523,30.618,5.338,-0.159
2021-05-01,4.909,48.464,0.392,6.552,8.225,36.473,0.010,31.630,31.305,4.007,-0.304
2021-05-02,5.265,48.342,0.410,5.676,8.191,36.354,0.000,31.542,31.144,4.227,-0.239
2021-05-03,5.122,48.412,0.426,6.271,8.311,36.134,0.000,31.592,30.312,4.350,-0.202
2021-05-04,5.281,49.124,0.411,5.915,8.297,36.081,0.000,32.110,30.403,4.064,-0.284
2021-05-05,5.351,49.742,0.372,5.918,8.265,34.024,0.000,32.561,30.890,4.007,-0.439
2021-05-06,5.721,49.073,0.337,6.515,8.350,33.873,0.000,32.074,31.808,3.068,-0.535
2021-05-07,6.407,45.980,0.335,7.193,8.523,34.124,0.069,29.833,30.769,4.696,-0.521
2021-05-08,6.269,46.515,0.315,6.781,8.481,34.529,0.000,30.218,29.713,3.954,-0.630
2021-05-09,6.068,46.475,0.355,7.129,8.512,33.966,0.743,30.189,29.297,4.003,-0.539
2021-05-10,5.631,46.581,0.383,5.867,8.391,36.344,0.000,30.265,30.754,4.093,-0.441
2021-05-11,5.128,46.931,0.345,7.571,8.443,35.189,0.274,30.518,31.864,3.572,-0.554
2021-05-12,4.942,47.278,0.357,6.899,8.397,35.913,0.000,30.770,32.354,3.625,-0.501
2021-05-13,4.851,47.726,0.361,6.793,8.382,36.160,0.000,31.094,32.555,3.018,-0.468
2021-05-14,4.870,48.374,0.316,7.680,8.441,36.251,0.000,31.564,30.264,3.003,-0.637
2021-05-15,4.623,48.575,0.287,8.030,8.555,34.861,0.000,31.711,28.768,3.039,-0.757
2021-05-16,4.666,45.984,0.249,7.847,8.600,35.070,0.000,29.835,27.322,3.587,-0.916
2021-05-17,4.547,46.874,0.269,7.704,8.622,34.367,0.000,30.478,27.884,3.223,-0.839
2021-05-18,4.079,48.439,0.283,7.222,8.613,35.700,0.000,31.613,27.459,2.835,-0.779
2021-05-19,3.915,49.106,0.268,7.092,8.625,35.783,0.273,32.097,25.993,2.893,-0.823
2021-05-20,3.487,48.812,0.271,7.239,8.604,34.991,0.000,31.884,26.031,3.591,-0.867
2021-05-21,3.278,48.715,0.232,7.455,8.616,34.616,0.000,31.812,25.932,3.272,-1.064
2021-05-22,3.124,47.358,0.248,7.502,8.667,34.667,0.000,30.831,26.256,3.553,-1.022
2021-05-23,2.910,48.874,0.282,7.315,8.621,35.427,0.000,31.932,26.764,3.824,-0.883
2021-05-24,2.508,49.829,0.365,7.449,8.477,33.362,0.000,32.625,27.176,2.372,-0.605
2021-05-25,2.352,48.723,0.401,7.888,8.422,26.692,0.000,31.820,28.011,2.192,-0.521
2021-05-26,2.051,48.730,0.400,8.973,8.482,25.186,0.000,31.824,28.262,2.241,-0.525
2021-05-27,1.979,49.270,0.396,9.368,8.564,27.824,0.000,32.217,28.734,5.609,-0.471
2021-05-28,1.863,49.236,0.394,9.403,8.570,27.208,0.000,32.192,29.671,2.139,-0.391
2021-05-29,1.941,49.660,0.420,8.663,8.488,28.419,0.000,32.501,31.047,2.115,-0.231
2021-05-30,1.771,49.962,0.449,8.669,8.448,28.521,0.107,32.722,31.864,1.828,-0.213
2021-05-31,1.202,50.283,0.410,8.839,8.409,24.580,0.049,32.957,31.120,2.607,-0.416
2021-06-01,0.870,50.478,0.362,8.965,8.491,23.467,0.233,33.099,30.041,1.510,-0.538
2021-06-02,0.785,50.688,0.381,9.456,8.534,23.595,0.000,33.253,30.424,1.826,-0.419
2021-06-03,0.795,50.724,0.386,8.784,8.524,26.247,0.300,33.279,30.237,1.220,-0.202
2021-06-04,1.063,50.903,0.336,8.437,8.483,27.487,0.000,33.411,30.661,1.275,-0.257
2021-06-05,0.965,51.149,0.312,9.307,8.504,27.098,0.010,33.590,30.501,1.307,-0.333
2021-06-06,1.036,51.515,0.320,9.088,8.573,27.793,0.136,33.859,30.199,1.316,-0.330
2021-06-07,0.961,51.641,0.291,8.783,8.519,27.441,0.000,33.952,30.286,1.466,-0.456
2021-06-08,0.947,52.123,0.262,8.850,8.593,27.337,0.039,34.306,30.105,1.568,-0.582
2021-06-09,0.973,51.840,0.247,9.135,8.608,28.183,0.039,34.098,30.343,1.747,-0.613
2021-06-10,0.982,52.846,0.268,9.080,8.698,28.599,0.000,34.839,30.818,1.621,-0.481
2021-06-11,1.053,53.257,0.294,8.113,8.673,29.776,0.000,35.142,31.708,1.877,-0.335
2021-06-12,1.120,52.592,0.295,8.079,8.553,30.248,0.000,34.651,31.950,1.986,-0.273
2021-06-13,1.161,50.915,0.322,8.622,8.376,28.577,0.019,33.419,31.611,1.760,-0.178
2021-06-14,1.241,50.415,0.408,6.748,8.361,28.462,0.531,33.053,29.696,1.965,0.006
2021-06-15,1.145,50.381,0.374,6.960,8.330,28.607,0.126,33.028,29.560,1.986,-0.147
2021-06-16,1.374,49.987,0.285,6.755,8.319,28.720,0.801,32.740,29.048,1.836,-0.421
2021-06-17,1.164,49.335,0.249,8.975,8.453,28.614,0.000,32.264,28.990,1.861,-0.523
2021-06-18,1.262,49.761,0.236,9.365,8.485,29.156,0.000,32.575,30.499,1.981,-0.588
2021-06-19,1.719,49.748,0.255,8.723,8.440,33.819,0.029,32.565,31.565,2.354,-0.529
2021-06-20,1.892,49.288,0.287,7.228,8.472,34.096,0.000,32.230,32.020,3.120,-0.430
2021-06-21,1.865,49.608,0.276,5.887,8.386,34.454,0.000,32.463,32.392,2.946,-0.460
2021-06-22,2.064,50.382,0.286,5.614,8.379,35.327,0.000,33.029,32.313,3.523,-0.420
2021-06-23,1.683,50.945,0.262,6.134,8.416,34.425,0.154,33.441,32.593,3.002,-0.524
2021-06-24,1.636,50.970,0.249,6.307,8.454,34.651,0.183,33.459,30.870,4.378,-0.572
2021-06-25,2.124,51.119,0.241,8.362,8.612,34.748,0.010,33.568,30.224,3.650,-0.560
2021-06-26,1.675,51.597,0.245,9.259,8.707,35.226,0.000,33.919,30.567,2.973,-0.523
2021-06-27,1.855,52.103,0.276,7.880,8.507,37.352,0.163,34.291,29.889,2.745,-0.432
2021-06-28,1.782,51.590,0.312,7.282,8.356,38.529,1.413,33.915,28.526,3.042,-0.374
2021-06-29,2.148,50.844,0.332,8.363,8.558,36.765,0.144,33.367,28.555,3.154,-0.370
2021-06-30,1.957,51.032,0.254,7.580,8.553,36.069,0.336,33.505,29.091,3.087,-0.560
2021-07-01,2.082,50.984,0.241,6.638,8.438,37.143,0.000,33.470,30.330,3.531,-0.540
2021-07-02,2.134,50.683,0.252,6.502,8.338,38.239,0.000,33.249,31.660,6.207,-0.472
2021-07-03,2.039,51.102,0.228,6.659,8.361,38.603,0.000,33.556,32.192,4.717,-0.547
2021-07-04,2.035,50.852,0.167,5.704,8.200,37.551,0.000,33.373,32.781,4.199,-0.711
2021-07-05,2.857,49.881,0.226,4.825,8.212,37.327,0.998,32.663,31.874,6.115,-0.548
2021-07-06,3.659,48.790,0.304,3.553,8.207,38.956,0.355,31.868,29.350,5.588,-0.337
2021-07-07,3.133,48.962,0.308,4.878,8.152,38.071,0.000,31.993,29.788,5.818,-0.341
2021-07-08,3.081,49.940,0.292,5.253,8.096,39.249,0.000,32.706,31.992,5.553,-0.421
2021-07-09,3.793,50.315,0.257,4.597,8.049,37.431,0.000,32.980,32.775,5.953,-0.572
2021-07-10,3.162,49.026,0.214,5.178,8.091,36.970,0.804,32.040,31.399,4.567,-0.706
2021-07-11,2.957,47.659,0.216,6.247,8.212,36.406,0.153,31.046,31.153,4.794,-0.691
2021-07-12,3.334,47.301,0.258,6.280,8.340,36.302,0.784,30.787,30.229,6.758,-0.606
2021-07-13,3.157,46.245,0.294,5.912,8.375,37.113,0.851,30.023,29.072,5.837,-0.530
2021-07-14,2.717,46.084,0.293,6.803,8.516,37.342,0.000,29.907,29.988,4.826,-0.516
2021-07-15,2.789,46.976,0.258,6.933,8.569,37.076,0.000,30.551,31.284,4.387,-0.551
2021-07-16,2.213,47.330,0.248,6.329,8.577,37.284,0.019,30.807,30.928,4.655,-0.465
2021-07-17,1.723,47.596,0.280,6.316,8.584,41.791,0.315,31.000,31.283,4.026,-0.344
2021-07-18,1.855,47.625,0.277,6.270,8.453,42.965,0.000,31.021,31.727,5.168,-0.369
2021-07-19,1.823,48.238,0.277,5.586,8.415,41.242,0.000,31.466,32.080,7.177,-0.327
2021-07-20,2.668,48.442,0.299,3.679,8.149,42.427,0.019,31.614,32.303,7.108,-0.199
2021-07-21,2.626,48.714,0.321,3.833,8.076,41.104,0.000,31.812,32.761,6.676,-0.177
2021-07-22,2.396,49.247,0.339,4.105,8.008,40.246,0.000,32.200,33.844,5.472,-0.189
2021-07-23,2.621,49.762,0.339,3.648,7.990,39.417,0.000,32.575,33.559,5.630,-0.134
2021-07-24,1.976,50.016,0.328,4.390,8.025,35.886,0.981,32.761,32.103,5.346,-0.061
2021-07-25,1.950,49.341,0.342,4.977,8.040,33.577,1.010,32.269,32.320,6.992,0.043
2021-07-26,1.573,49.338,0.376,5.259,8.061,31.026,0.000,32.267,33.015,6.258,0.127
2021-07-27,2.100,49.191,0.379,3.951,7.950,36.618,0.048,32.159,32.361,8.127,0.070
2021-07-28,2.236,49.159,0.346,3.842,7.862,41.734,0.000,32.136,31.858,5.832,-0.047
2021-07-29,2.425,49.454,0.319,5.140,8.022,38.943,0.067,32.351,32.425,7.200,-0.129
2021-07-30,1.960,49.327,0.316,5.080,8.024,40.873,0.009,32.258,32.983,5.532,-0.169
2021-07-31,1.775,49.342,0.323,4.438,7.913,43.920,0.000,32.269,33.604,4.725,-0.165
2021-08-01,2.083,49.103,0.306,4.313,7.866,49.177,0.000,32.095,33.882,5.356,-0.215
2021-08-02,2.230,49.054,0.284,4.397,7.977,51.392,0.000,32.060,33.207,5.514,-0.271
2021-08-03,1.863,49.443,0.284,5.086,8.103,49.311,0.171,32.343,31.748,6.222,-0.242
2021-08-04,2.691,49.818,0.313,4.900,8.136,45.829,0.000,32.617,30.603,5.486,-0.218
2021-08-05,2.848,49.202,0.336,5.453,8.133,44.900,1.082,32.168,30.867,4.669,-0.213
2021-08-06,2.647,48.916,0.367,5.923,8.099,45.457,0.000,31.959,32.364,4.355,-0.142
2021-08-07,2.585,49.510,0.344,5.343,8.053,48.676,0.152,32.392,32.901,4.644,-0.208
2021-08-08,3.147,49.696,0.348,5.279,8.066,47.395,0.009,32.528,32.092,4.350,-0.188
2021-08-09,2.692,50.094,0.366,6.157,8.152,46.335,0.047,32.819,32.518,4.957,-0.151
2021-08-10,2.635,50.319,0.353,6.098,8.182,45.735,0.000,32.983,32.190,5.855,-0.215
2021-08-11,2.789,50.574,0.323,6.300,8.220,44.694,0.009,33.169,32.083,6.156,-0.279
2021-08-12,2.587,50.299,0.299,6.717,8.306,44.457,1.107,32.968,31.655,6.005,-0.323
2021-08-13,2.755,48.847,0.265,6.711,8.225,44.610,0.019,31.909,30.715,7.064,-0.402
2021-08-14,2.475,48.339,0.366,6.603,8.339,46.429,0.870,31.540,29.769,5.099,-0.082
2021-08-15,2.560,45.559,0.372,5.676,8.248,45.819,3.669,29.536,27.914,5.205,-0.021
2021-08-16,2.197,42.708,0.370,5.420,8.215,50.627,0.000,27.488,29.283,7.452,0.016
2021-08-17,2.399,43.251,0.376,7.002,8.276,53.314,0.000,27.876,31.824,7.411,-0.023
2021-08-18,2.822,42.899,0.372,6.784,8.213,60.135,0.000,27.622,31.956,6.284,-0.110
2021-08-19,2.641,41.898,0.343,6.334,8.137,63.089,0.000,26.909,32.502,5.349,-0.189
2021-08-20,2.696,41.495,0.339,5.964,8.087,64.305,0.000,26.623,32.965,5.056,-0.105
2021-08-21,2.221,43.348,0.392,6.324,8.092,60.392,0.000,27.948,33.456,4.112,0.053
2021-08-22,1.837,46.347,0.412,7.975,8.203,50.036,0.000,30.101,33.371,3.513,0.088
2021-08-23,1.685,47.905,0.418,7.259,8.154,48.333,0.000,31.224,33.725,3.435,0.108
2021-08-24,2.347,47.969,0.412,6.607,8.162,48.156,0.000,31.271,32.679,4.402,0.087
2021-08-25,2.723,46.481,0.307,7.198,8.228,52.248,0.320,30.194,31.024,4.131,-0.225
2021-08-26,3.627,42.100,0.322,7.064,8.159,61.747,1.413,27.055,29.776,4.054,-0.136
2021-08-27,4.480,41.194,0.353,7.147,8.164,63.176,0.000,26.409,29.866,5.263,-0.026
2021-08-28,4.408,40.823,0.396,5.930,8.084,67.513,0.085,26.146,30.221,5.256,0.030
2021-08-29,4.244,40.289,0.395,6.764,8.099,71.745,0.000,25.768,30.977,4.748,-0.015
2021-08-30,3.868,40.134,0.318,5.900,8.088,71.467,0.009,25.659,31.660,4.498,-0.190
2021-08-31,3.744,39.810,0.319,5.760,8.074,72.014,0.000,25.430,31.509,7.120,-0.133
2021-09-01,3.760,39.634,0.329,5.460,8.006,73.912,0.000,25.306,32.270,4.662,-0.101
2021-09-02,3.809,40.009,0.332,5.310,8.050,70.371,0.000,25.570,32.073,12.436,-0.126
2021-09-03,4.510,40.274,0.328,4.092,7.997,70.168,0.000,25.758,31.776,24.271,-0.108
2021-09-04,4.440,40.630,0.303,3.164,7.897,70.600,0.010,26.009,31.801,27.919,-0.157
2021-09-05,3.815,40.880,0.328,3.915,7.918,70.775,0.000,26.187,32.065,25.498,-0.085
2021-09-06,3.635,40.352,0.341,5.024,8.004,70.169,2.800,25.814,32.270,21.989,-0.057
2021-09-07,2.968,39.159,0.355,6.076,8.258,68.864,0.000,24.971,32.654,14.581,-0.003
2021-09-08,3.662,39.183,0.372,5.230,8.157,69.630,0.100,24.988,32.965,11.647,0.065
2021-09-09,4.066,39.714,0.379,4.962,8.115,68.471,0.000,25.362,32.992,10.375,0.093
2021-09-10,4.421,40.688,0.376,5.920,8.180,67.963,0.000,26.051,32.593,9.404,0.041
2021-09-11,5.452,40.644,0.371,5.960,8.161,68.627,0.000,26.020,32.401,9.401,-0.065
2021-09-12,7.530,39.789,0.320,6.059,8.108,73.850,0.010,25.416,31.562,12.798,-0.281
2021-09-13,10.088,38.875,0.313,4.640,7.974,77.217,0.070,24.771,30.516,20.795,-0.280
2021-09-14,9.077,38.450,0.320,4.490,7.911,77.534,0.210,24.472,30.545,17.986,-0.209
2021-09-15,7.599,38.925,0.370,4.590,7.950,76.961,0.000,24.806,30.558,16.076,-0.006
2021-09-16,5.421,44.269,0.459,4.918,8.033,62.309,0.020,28.615,30.547,11.115,0.226
2021-09-17,4.988,44.647,0.472,5.349,8.035,62.021,0.160,28.874,30.562,13.936,0.174
2021-09-18,5.219,45.218,0.405,5.308,8.007,63.339,0.000,29.283,31.210,10.288,-0.016
2021-09-19,6.960,43.614,0.396,5.884,8.003,75.013,0.000,28.134,31.629,8.486,-0.009
2021-09-20,6.034,44.740,0.420,6.228,8.062,70.518,0.000,28.940,31.741,6.668,0.076
2021-09-21,5.639,44.965,0.399,6.238,8.096,69.762,0.000,29.102,31.011,6.011,0.014
2021-09-22,7.087,43.684,0.388,5.780,8.027,75.078,0.460,28.183,29.816,6.787,0.048
2021-09-23,4.661,45.371,0.443,5.160,8.005,71.199,0.000,29.395,30.062,5.296,0.264
2021-09-24,4.122,45.850,0.453,5.554,8.005,66.241,0.210,29.739,30.596,4.357,0.250
2021-09-25,5.200,44.540,0.438,5.222,7.930,72.148,0.080,28.797,30.794,4.391,0.159
2021-09-26,7.598,42.267,0.383,5.497,7.907,86.578,0.000,27.172,30.565,5.136,-0.066
2021-09-27,8.751,40.415,0.323,6.170,7.943,91.422,0.000,25.857,29.772,7.117,-0.271
2021-09-28,9.519,39.218,0.295,6.075,7.976,88.436,0.000,25.012,29.382,17.674,-0.298
2021-09-29,8.287,39.719,0.358,6.442,8.058,88.214,0.000,25.367,29.056,16.475,-0.092
2021-09-30,7.355,40.743,0.411,6.160,8.078,87.655,0.000,26.091,29.124,14.665,0.059
2021-10-01,7.333,41.117,0.414,5.717,8.058,82.633,0.710,26.355,28.723,17.032,0.021
2021-10-02,8.080,39.591,0.375,5.425,8.000,86.043,0.000,25.276,28.586,18.306,-0.114
2021-10-03,8.822,38.028,0.342,5.925,7.992,90.010,0.480,24.176,28.623,17.130,-0.166
2021-10-04,7.719,39.185,0.404,6.177,8.071,90.286,0.000,24.991,28.808,15.865,0.066
2021-10-05,5.774,43.518,0.436,6.162,8.058,76.734,0.000,28.082,29.708,11.735,0.144
2021-10-06,4.181,47.850,0.453,6.097,8.068,62.905,0.000,31.187,30.971,7.294,0.138
2021-10-07,4.919,47.343,0.431,5.509,8.061,65.681,0.000,30.817,31.352,11.650,0.147
2021-10-08,5.582,47.255,0.414,4.795,8.041,67.221,0.000,30.754,31.061,11.289,0.167
2021-10-09,5.761,47.110,0.404,4.907,8.050,68.017,0.130,30.648,30.633,12.234,0.206
2021-10-10,5.351,46.570,0.393,5.054,8.048,73.331,0.000,30.258,29.749,4.979,0.213
2021-10-11,5.591,47.627,0.416,4.831,8.006,72.641,0.080,31.022,29.637,4.774,0.272
2021-10-12,5.853,48.748,0.427,3.962,7.912,72.894,0.010,31.838,29.461,4.991,0.255
2021-10-13,7.232,47.003,0.369,5.492,8.001,79.104,0.000,30.572,29.130,7.438,0.061
2021-10-14,9.472,43.680,0.370,5.540,7.987,94.295,0.250,28.180,29.075,10.016,0.081
2021-10-15,10.192,42.444,0.364,5.216,7.967,97.195,0.250,27.298,28.946,8.991,0.052
2021-10-16,10.887,41.675,0.394,5.496,7.988,99.631,0.000,26.751,29.477,10.850,0.129
2021-10-17,11.165,41.725,0.406,5.024,7.958,101.294,0.000,26.789,29.579,9.662,0.151
2021-10-18,11.163,42.597,0.356,5.930,8.018,97.449,0.000,27.409,28.849,10.910,-0.081
2021-10-19,12.603,40.573,0.337,6.462,8.028,104.885,0.000,25.970,27.336,11.877,-0.230
2021-10-20,12.938,39.512,0.364,6.792,8.094,110.417,0.000,25.221,27.069,10.348,-0.198
2021-10-21,13.152,39.534,0.342,6.854,8.129,110.950,0.000,25.237,27.675,11.250,-0.220
2021-10-22,13.629,40.198,0.380,6.020,8.112,112.718,0.080,25.704,27.662,9.376,-0.003
2021-10-23,12.343,42.278,0.397,6.254,8.140,106.451,0.000,27.180,27.758,6.856,0.088
2021-10-24,12.621,42.925,0.385,6.123,8.111,103.349,0.000,27.643,27.943,7.360,0.018
2021-10-25,13.038,43.364,0.411,6.043,8.103,101.583,0.210,27.954,28.611,7.973,0.117
2021-10-26,13.420,42.740,0.365,6.102,8.097,103.409,0.000,27.510,28.722,9.345,0.038
2021-10-27,15.540,39.136,0.328,5.678,8.060,119.776,0.000,24.959,29.313,10.975,-0.033
2021-10-28,13.915,44.940,0.427,5.075,8.021,101.385,0.130,29.088,29.902,11.722,0.340
2021-10-29,11.441,50.309,0.487,5.644,7.917,75.459,0.770,32.979,27.814,8.030,0.575
2021-10-30,11.495,51.901,0.492,5.876,7.859,75.155,0.010,34.145,25.674,7.694,0.555
2021-10-31,14.579,47.258,0.437,5.028,7.743,104.674,0.000,30.764,25.492,9.484,0.211
2021-11-01,17.311,42.312,0.345,6.103,7.808,126.050,0.000,27.205,25.419,11.925,-0.222
2021-11-02,19.057,39.514,0.337,6.354,7.871,133.967,0.020,25.222,25.282,11.124,-0.244
2021-11-03,18.702,41.929,0.314,6.016,7.909,132.834,0.130,26.941,25.311,10.117,-0.278
2021-11-04,19.388,44.840,0.364,5.694,7.916,132.028,0.020,29.016,26.380,9.441,-0.064
2021-11-05,19.268,45.037,0.429,5.051,7.892,126.825,1.220,29.156,26.425,8.221,0.283
2021-11-06,17.765,44.509,0.444,5.084,7.829,122.132,0.000,28.778,25.581,9.776,0.333
2021-11-07,18.952,38.315,0.387,6.190,7.848,146.361,0.000,24.381,22.921,10.555,0.031
2021-11-08,18.919,34.630,0.379,6.881,7.929,149.872,0.000,21.808,22.481,10.347,-0.076
2021-11-09,18.633,34.084,0.370,7.428,8.009,148.230,0.000,21.430,22.136,11.110,-0.123
2021-11-10,15.221,43.182,0.488,6.411,7.985,115.901,0.000,27.883,23.240,7.268,0.314
2021-11-11,10.727,52.396,0.557,5.862,7.995,65.928,0.040,34.510,24.395,6.419,0.584
2021-11-12,10.680,52.212,0.562,3.896,7.812,69.905,0.170,34.373,24.933,6.828,0.591
2021-11-13,13.588,46.506,0.494,4.430,7.812,100.580,0.000,30.239,26.239,8.466,0.401
2021-11-14,16.884,38.739,0.418,5.254,7.774,131.500,0.000,24.677,25.146,8.530,0.100
2021-11-15,17.239,37.534,0.344,6.383,7.880,131.424,0.000,23.830,22.887,10.042,-0.221
2021-11-16,17.834,36.300,0.305,6.855,7.941,134.391,0.000,22.969,22.512,10.796,-0.356
2021-11-17,18.041,39.281,0.338,6.025,7.916,129.174,0.000,25.058,23.522,9.882,-0.261
2021-11-18,19.817,38.581,0.343,5.594,7.880,131.934,0.810,24.566,23.676,9.699,-0.203
2021-11-19,20.271,35.702,0.369,5.824,7.896,132.490,1.510,22.553,23.741,10.782,-0.066
2021-11-20,20.419,31.636,0.326,6.303,7.914,133.191,0.230,19.745,24.477,11.092,-0.187
2021-11-21,20.328,32.004,0.385,5.955,7.916,129.206,0.100,19.998,25.250,11.999,0.020
2021-11-22,20.928,31.536,0.379,6.289,7.935,127.765,0.000,19.677,26.524,11.898,0.088
2021-11-23,20.667,31.241,0.302,6.572,7.953,125.707,0.000,19.476,23.827,19.965,-0.247
2021-11-24,19.648,28.801,0.233,7.703,8.053,131.311,0.000,17.816,20.724,15.744,-0.602
2021-11-25,18.688,28.072,0.350,7.787,8.087,133.244,0.000,17.328,21.517,10.893,-0.222
2021-11-26,17.905,29.014,0.395,7.563,8.080,129.201,0.000,17.960,22.559,9.861,0.027
2021-11-27,16.165,31.493,0.382,7.327,8.088,118.822,0.000,19.649,22.965,9.579,-0.025
2021-11-28,15.088,34.338,0.386,7.125,8.094,106.989,0.000,21.615,22.398,9.560,0.013
2021-11-29,14.784,34.694,0.319,7.272,8.105,104.930,0.000,21.853,21.980,10.157,-0.201
2021-11-30,14.790,33.954,0.353,7.720,8.152,106.669,0.000,21.340,21.612,10.014,-0.190
2021-12-01,14.241,34.453,0.368,7.761,8.164,104.425,0.000,21.686,22.323,11.745,-0.177
2021-12-02,13.908,34.315,0.380,7.845,8.181,103.183,0.000,21.590,23.070,11.808,-0.105
2021-12-03,12.940,35.067,0.348,7.574,8.191,101.129,0.000,22.111,23.563,11.243,-0.199
2021-12-04,12.601,35.866,0.372,7.607,8.199,99.490,0.000,22.667,23.023,10.047,-0.149
2021-12-05,11.690,38.080,0.390,6.839,8.140,93.753,0.000,24.220,23.480,10.263,-0.071
2021-12-06,11.557,38.091,0.396,7.019,8.161,91.360,0.280,24.222,24.779,10.035,-0.027
2021-12-07,11.100,38.932,0.361,6.525,8.127,87.712,0.000,24.822,25.493,10.517,-0.118
2021-12-08,10.903,39.642,0.369,6.507,8.144,85.229,0.000,25.316,26.314,9.742,-0.064
2021-12-09,10.113,40.822,0.403,5.878,8.113,83.396,0.000,26.152,27.181,10.063,0.011
2021-12-10,10.870,40.005,0.356,5.978,8.109,85.985,0.000,25.577,27.067,12.770,-0.155
2021-12-11,11.072,40.189,0.339,6.479,8.145,85.759,0.000,25.700,27.217,12.197,-0.183
2021-12-12,11.747,37.062,0.305,6.788,8.184,92.216,0.000,23.500,26.646,13.609,-0.351
2021-12-13,12.069,34.993,0.286,6.941,8.205,95.934,0.000,22.060,26.125,14.779,-0.497
2021-12-14,12.377,33.048,0.262,6.910,8.200,99.571,0.220,20.715,25.122,14.646,-0.589
2021-12-15,11.901,32.081,0.260,6.951,8.218,98.611,0.000,20.050,25.223,15.104,-0.543
2021-12-16,11.232,32.492,0.293,6.732,8.203,96.736,0.000,20.333,25.410,14.420,-0.400
2021-12-17,11.133,32.756,0.279,6.864,8.189,95.685,0.000,20.514,25.361,13.991,-0.447
2021-12-18,10.762,32.692,0.315,6.728,8.194,95.243,0.000,20.470,25.774,12.905,-0.276
2021-12-19,9.755,36.387,0.369,5.998,8.102,83.449,0.210,23.038,26.358,10.304,-0.030
2021-12-20,9.005,35.536,0.322,6.980,8.183,83.865,0.000,22.440,26.111,9.583,-0.135
2021-12-21,7.785,41.652,0.416,5.829,8.032,59.630,0.070,26.738,25.845,9.651,0.313
2021-12-22,7.494,41.209,0.365,6.168,7.855,66.368,0.000,26.423,22.696,7.248,0.009
2021-12-23,9.015,36.299,0.294,7.127,7.902,85.914,0.000,22.969,20.905,9.223,-0.401
2021-12-24,9.240,34.265,0.282,8.688,8.030,91.956,0.000,21.555,20.476,10.343,-0.474
2021-12-25,9.158,34.746,0.327,8.820,8.080,89.728,0.000,21.889,21.487,10.329,-0.287
2021-12-26,9.093,35.959,0.348,8.727,8.117,84.820,0.000,22.731,23.026,9.364,-0.221
2021-12-27,9.151,36.385,0.320,9.016,8.165,82.442,0.000,23.027,24.022,9.195,-0.275
2021-12-28,8.909,37.140,0.328,7.917,8.124,81.296,0.000,23.556,24.589,8.965,-0.212
2021-12-29,8.404,38.651,0.363,7.086,8.085,77.919,0.000,24.615,25.400,8.659,-0.113
2021-12-30,7.907,41.057,0.357,6.929,8.086,69.642,0.000,26.314,26.749,8.805,-0.126
2021-12-31,7.532,41.784,0.339,6.862,8.091,67.010,0.000,26.830,27.055,9.978,-0.188
2022-01-01,7.771,42.122,0.377,6.768,8.085,66.698,0.000,27.069,26.858,11.082,-0.054
2022-01-02,6.645,44.282,0.416,6.122,8.035,56.807,0.000,28.614,26.493,9.923,0.088
2022-01-03,6.847,43.373,0.403,5.838,7.982,59.397,0.000,27.966,25.855,10.270,0.007
2022-01-04,7.725,39.510,0.321,7.195,8.014,73.469,0.000,25.218,22.924,9.694,-0.302
2022-01-05,6.666,40.067,0.337,7.309,8.047,70.603,0.000,25.611,23.748,8.276,-0.134
2022-01-06,7.171,39.632,0.340,7.635,8.053,72.709,0.000,25.309,23.776,8.811,-0.138
2022-01-07,6.758,41.079,0.366,7.091,8.076,69.327,0.000,26.328,25.191,10.317,-0.139
2022-01-08,6.938,40.851,0.340,7.155,8.111,71.538,0.360,26.166,25.252,11.914,-0.383
2022-01-09,7.890,37.197,0.264,6.707,8.129,78.878,0.000,23.599,25.085,14.186,-0.631
2022-01-10,8.298,34.692,0.296,6.939,8.169,85.138,0.290,21.854,25.195,14.334,-0.441
2022-01-11,8.203,33.760,0.184,7.192,8.171,84.039,0.010,21.208,24.461,16.873,-0.817
2022-01-12,8.491,30.470,0.143,7.574,8.233,88.485,0.000,18.950,22.899,17.229,-0.870
2022-01-13,7.745,31.010,0.247,7.308,8.226,87.995,0.000,19.325,22.393,13.915,-0.388
2022-01-14,6.863,35.433,0.351,7.401,8.174,78.667,0.000,22.376,21.256,13.183,-0.069
2022-01-15,4.670,44.570,0.385,6.691,8.067,51.262,0.000,28.832,21.520,10.263,-0.005
2022-01-16,4.618,46.640,0.504,6.632,8.026,41.101,1.020,30.309,22.010,10.152,0.524
2022-01-17,4.841,44.443,0.443,6.105,7.866,52.626,0.000,28.730,20.268,8.344,0.226
2022-01-18,5.674,41.287,0.342,6.690,7.950,67.060,0.000,26.477,19.881,8.512,-0.264
2022-01-19,5.978,39.729,0.308,8.760,8.101,73.333,0.000,25.375,19.846,8.839,-0.383
