#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,WB/chlorophyll2,WB/cond2,WB/depth,WB/dissolved_oxygen,WB/pH,WB/FDOM,WB/rain,WB/salinity2,WB/surface_temperature,WB/turbidity2,WB/stage
2022-07-19,13.743,56.264,0.686,6.940,8.215,40.550,0.000,37.373,31.537,4.380,-0.391
2022-07-20,11.677,56.677,0.637,6.140,8.245,40.786,0.000,37.681,31.649,3.513,-0.492
2022-07-21,9.142,56.801,0.637,6.894,8.270,38.753,0.000,37.774,31.766,3.604,-0.465
2022-07-22,6.713,56.697,0.672,6.897,8.254,38.479,0.456,37.696,31.541,3.501,-0.393
2022-07-23,4.330,56.767,0.664,5.703,8.208,38.664,0.033,37.748,31.186,3.255,-0.466
2022-07-24,1.552,56.668,0.642,5.430,8.230,37.394,0.000,37.675,30.990,2.587,-0.524
2022-07-25,0.838,56.810,0.655,6.104,8.299,35.657,0.272,37.780,30.870,2.356,-0.467
2022-07-26,0.993,55.784,0.693,4.721,8.194,33.398,0.914,37.016,28.832,2.264,-0.419
2022-07-27,0.916,55.134,0.731,4.998,8.108,31.733,0.033,36.532,28.382,2.223,-0.332
2022-07-28,0.875,55.820,0.686,6.466,8.189,30.379,0.000,37.043,30.329,1.879,-0.420
2022-07-29,0.864,56.889,0.673,5.825,8.283,30.609,0.000,37.840,30.790,1.808,-0.442
2022-07-30,0.652,57.127,0.693,6.985,8.314,27.450,0.000,38.017,30.920,1.497,-0.411
2022-07-31,0.665,57.919,0.715,6.176,8.286,26.112,0.000,38.610,30.665,1.435,-0.375
2022-08-01,0.780,58.811,0.734,6.762,8.297,24.353,0.000,39.280,31.395,1.349,-0.279
2022-08-02,0.757,59.253,0.731,7.258,8.285,23.496,0.000,39.612,31.953,1.357,-0.208
2022-08-03,0.899,59.722,0.722,4.887,8.194,24.249,0.241,39.966,31.677,1.283,-0.191
2022-08-04,0.971,59.668,0.724,4.797,8.174,25.078,0.011,39.925,31.530,1.248,-0.198
2022-08-05,0.660,59.656,0.678,5.215,8.202,25.501,0.077,39.916,31.304,1.198,-0.306
2022-08-06,0.493,59.833,0.628,6.865,8.290,26.024,0.121,40.049,30.883,1.276,-0.463
2022-08-07,0.502,59.535,0.627,6.295,8.308,23.690,0.077,39.825,30.270,1.319,-0.482
2022-08-08,0.634,59.735,0.637,6.324,8.254,22.275,0.000,39.976,30.480,1.377,-0.423
2022-08-09,0.695,59.791,0.681,5.616,8.203,22.569,0.165,40.018,29.918,1.605,-0.317
2022-08-10,0.650,59.607,0.692,7.025,8.263,22.227,0.000,39.879,30.283,1.445,-0.318
2022-08-11,0.831,59.617,0.660,5.909,8.244,22.756,0.000,39.886,30.513,1.447,-0.358
2022-08-12,0.790,59.638,0.675,5.170,8.158,22.847,0.000,39.902,30.239,1.482,-0.275
2022-08-13,1.061,60.007,0.700,6.032,8.139,22.745,0.000,40.180,30.710,1.558,-0.163
2022-08-14,1.816,60.145,0.707,5.250,8.076,25.390,0.000,40.285,30.857,1.757,-0.095
2022-08-15,1.846,60.387,0.703,5.961,8.090,27.342,0.000,40.468,31.997,1.754,-0.030
2022-08-16,1.809,60.807,0.703,5.470,8.064,28.378,0.011,40.785,33.069,1.692,-0.012
2022-08-17,2.534,60.734,0.703,4.989,8.065,29.273,0.000,40.730,32.346,2.104,-0.058
2022-08-18,3.272,60.584,0.695,5.717,8.111,29.085,0.000,40.617,32.409,2.340,-0.091
2022-08-19,2.993,60.503,0.667,5.906,8.108,30.316,0.000,40.555,33.029,2.310,-0.208
2022-08-20,3.043,62.324,0.629,5.098,8.112,35.420,0.000,41.935,32.286,2.290,-0.409
2022-08-21,2.401,61.623,0.604,6.402,8.165,34.795,0.000,41.403,32.031,1.854,-0.469
2022-08-22,1.945,60.669,0.618,5.467,8.161,33.195,0.000,40.681,31.468,1.577,-0.375
2022-08-23,2.071,60.698,0.639,5.375,8.158,33.386,0.000,40.703,31.423,1.606,-0.257
2022-08-24,2.167,61.049,0.669,4.462,8.067,33.149,0.022,40.968,31.672,1.741,-0.186
2022-08-25,2.016,61.302,0.684,5.243,8.053,32.149,0.000,41.160,32.284,1.867,-0.166
2022-08-26,2.201,61.403,0.694,5.577,8.045,31.527,0.000,41.236,32.718,1.891,-0.105
2022-08-27,2.935,61.476,0.709,4.851,8.011,32.352,0.000,41.291,32.281,1.914,-0.023
2022-08-28,3.008,61.761,0.762,5.031,8.009,33.572,1.264,41.508,31.826,1.967,0.152
2022-08-29,3.226,60.036,0.804,5.375,8.036,32.362,0.571,40.203,30.851,1.944,0.229
2022-08-30,3.511,59.678,0.804,5.566,8.032,32.763,0.493,39.933,30.954,2.005,0.224
2022-08-31,3.932,59.325,0.780,6.305,8.088,33.330,0.000,39.666,31.612,2.011,0.162
2022-09-01,4.364,59.038,0.791,6.335,8.168,35.729,0.000,39.451,31.868,2.284,0.090
2022-09-02,4.193,59.551,0.791,7.689,8.262,36.800,0.000,39.837,32.116,2.261,0.001
2022-09-03,4.096,60.182,0.763,7.287,8.307,38.086,0.415,40.313,32.090,2.091,-0.097
2022-09-04,4.149,58.950,0.725,6.794,8.261,36.610,0.820,39.384,31.605,2.071,-0.187
2022-09-05,4.200,58.842,0.768,6.209,8.227,36.518,0.000,39.303,31.696,2.099,-0.059
2022-09-06,4.483,59.301,0.791,5.178,8.173,37.098,0.000,39.649,31.801,2.276,-0.011
2022-09-07,4.726,59.509,0.769,4.744,8.102,38.401,0.000,39.805,32.366,2.430,0.024
2022-09-08,5.786,59.615,0.769,4.604,8.010,38.675,0.068,39.885,32.169,2.721,0.163
2022-09-09,6.170,59.741,0.873,5.083,8.006,38.127,0.068,39.980,31.300,3.114,0.427
2022-09-10,6.025,60.366,0.914,6.125,8.043,38.278,0.000,40.452,31.535,3.575,0.389
2022-09-11,6.080,60.670,0.888,6.043,8.023,39.042,0.079,40.682,32.098,3.376,0.275
2022-09-12,6.356,60.507,0.831,5.999,8.030,39.313,0.668,40.559,31.497,3.494,0.165
2022-09-13,6.794,60.229,0.832,5.495,8.030,41.673,1.642,40.348,31.219,3.787,0.218
2022-09-14,7.127,59.897,0.840,5.749,8.035,42.176,0.544,40.098,31.063,4.077,0.215
2022-09-15,7.063,60.184,0.882,6.226,8.064,42.800,0.227,40.314,31.374,4.000,0.289
2022-09-16,7.139,60.074,0.836,5.293,8.049,43.146,0.068,40.231,30.325,3.924,0.087
2022-09-17,7.215,59.977,0.815,4.362,7.995,42.668,0.136,40.158,29.547,3.753,0.033
2022-09-18,7.214,59.769,0.792,5.615,8.039,42.588,0.716,40.001,29.322,3.790,-0.005
2022-09-19,7.463,60.009,0.809,5.158,7.997,41.358,0.466,40.182,29.866,3.869,0.108
2022-09-20,7.581,60.038,0.800,5.659,8.022,42.889,1.025,40.204,30.101,4.084,0.102
2022-09-21,7.560,59.043,0.778,6.149,8.047,43.051,0.490,39.455,30.060,4.049,0.078
2022-09-22,7.388,59.630,0.807,5.523,8.013,41.320,0.000,39.897,30.844,3.965,0.215
2022-09-23,7.266,60.041,0.848,5.163,7.996,41.064,0.000,40.206,30.948,3.815,0.266
2022-09-24,7.499,60.171,0.874,5.279,8.017,41.593,0.000,40.304,30.720,3.824,0.322
2022-09-25,7.461,60.367,0.876,5.489,8.001,40.495,0.000,40.453,30.591,3.786,0.387
2022-09-26,7.546,60.498,0.929,4.975,7.985,41.080,2.391,40.552,30.394,3.949,0.586
2022-09-27,7.342,52.943,0.930,4.907,7.898,35.744,5.963,34.916,27.437,4.581,0.599
2022-09-28,7.911,54.852,1.235,6.481,7.890,28.295,0.206,36.323,26.946,16.257,1.628
2022-09-29,8.291,55.506,1.104,7.045,7.820,29.674,0.000,36.809,26.688,11.543,1.124
2022-09-30,8.388,55.438,0.929,8.124,7.850,34.517,0.000,36.758,26.430,7.865,0.518
2022-10-01,8.258,56.188,0.910,9.553,7.981,36.626,0.046,37.316,27.882,5.926,0.433
2022-10-02,8.486,55.469,0.946,8.179,7.992,40.028,0.046,36.781,28.408,5.614,0.480
2022-10-03,8.413,55.554,0.968,7.934,8.006,41.106,0.000,36.844,27.625,5.297,0.503
2022-10-04,8.501,55.504,0.942,7.934,8.017,41.454,0.000,36.807,27.883,4.598,0.425
2022-10-05,8.826,55.189,0.933,7.340,8.013,43.250,0.000,36.573,27.415,4.606,0.340
2022-10-06,8.674,54.821,0.939,7.120,7.978,45.550,0.000,36.300,27.130,4.467,0.299
2022-10-07,8.636,54.250,0.915,7.758,8.008,47.796,0.000,35.877,27.555,4.481,0.191
2022-10-08,8.807,53.988,0.881,8.005,8.086,45.655,0.000,35.682,27.528,5.805,0.126
2022-10-09,8.414,54.095,0.882,6.316,8.076,41.473,0.130,35.761,28.585,3.880,0.153
2022-10-10,8.656,54.148,0.933,6.531,8.065,39.946,0.000,35.801,29.503,4.213,0.310
2022-10-11,8.357,54.624,0.928,6.300,8.055,38.869,0.000,36.153,30.038,3.843,0.271
2022-10-12,8.528,54.912,0.874,6.373,8.059,37.755,0.000,36.367,29.950,4.040,0.146
2022-10-13,9.239,54.928,0.898,5.467,8.001,39.372,0.550,36.379,29.547,5.186,0.355
2022-10-14,10.032,54.100,0.913,5.530,7.941,43.305,0.520,35.765,28.721,5.258,0.362
2022-10-15,9.826,53.278,0.884,6.375,7.997,44.364,0.050,35.157,29.638,4.664,0.202
2022-10-16,9.500,53.660,0.821,4.343,7.849,44.299,0.510,35.440,28.273,4.243,-0.016
2022-10-17,9.516,53.267,0.868,5.570,7.934,41.353,0.050,35.149,27.573,4.624,0.153
2022-10-18,9.129,53.393,null,5.793,7.903,33.375,0.000,35.242,27.892,4.721,0.387
2022-10-19,11.358,53.331,null,5.688,7.928,40.405,0.070,35.197,25.870,9.059,0.152
2022-10-20,11.562,52.388,null,6.857,7.994,47.586,0.000,34.502,23.384,7.988,-0.095
2022-10-21,12.438,51.593,null,7.371,8.016,49.567,0.000,33.917,22.837,10.708,-0.061
2022-10-22,12.080,50.532,null,8.336,8.081,54.656,0.000,33.139,23.404,7.907,-0.104
2022-10-23,11.927,50.763,null,8.565,8.196,53.160,0.000,33.308,24.990,4.752,0.137
2022-10-24,12.213,51.076,null,7.871,8.153,50.117,0.000,33.537,25.538,4.806,0.204
2022-10-25,12.667,51.397,null,7.926,8.160,50.102,0.000,33.773,26.062,5.162,0.258
2022-10-26,14.014,51.166,0.886,7.357,8.101,50.813,0.000,33.603,26.511,5.685,0.259
2022-10-27,15.300,51.337,0.934,6.331,8.041,51.276,0.000,33.728,26.634,6.295,0.327
2022-10-28,14.491,51.750,0.913,6.680,8.072,51.991,0.000,34.032,27.154,5.491,0.172
2022-10-29,14.279,51.664,0.852,6.475,8.091,52.448,0.000,33.969,27.164,5.597,-0.030
2022-10-30,12.416,50.943,0.791,6.231,8.073,53.678,0.220,33.440,27.797,5.095,-0.129
2022-10-31,14.219,51.105,0.809,5.548,8.055,53.886,0.180,33.558,27.642,6.392,-0.066
2022-11-01,13.072,51.402,0.885,5.661,8.021,51.697,0.000,33.776,28.645,6.941,0.098
2022-11-02,8.912,51.354,0.863,5.006,7.907,46.511,0.000,33.741,28.841,4.387,-0.030
2022-11-03,7.634,52.059,0.873,4.282,7.869,41.960,0.000,34.259,28.461,4.479,0.027
2022-11-04,6.014,52.674,0.854,6.251,8.051,35.424,0.000,34.712,27.465,3.930,0.012
2022-11-05,2.990,52.457,0.873,5.318,8.044,27.561,0.000,34.552,26.460,2.862,0.143
2022-11-06,2.910,52.372,0.909,5.687,7.961,26.866,0.140,34.489,27.092,2.558,0.256
2022-11-07,3.330,52.663,0.847,6.554,8.028,28.959,0.010,34.704,26.771,3.468,-0.001
2022-11-08,4.031,52.609,0.785,7.180,8.090,26.444,0.000,34.664,25.858,5.437,-0.185
2022-11-09,9.390,52.188,0.792,6.288,8.023,25.520,0.000,34.354,24.887,18.701,-0.022
2022-11-10,12.196,52.722,1.003,6.676,7.970,36.297,0.010,34.748,25.196,8.975,0.737
2022-11-11,15.626,52.416,1.064,6.833,7.979,51.316,0.210,34.522,26.048,6.109,0.775
2022-11-12,15.566,51.790,1.032,6.679,7.966,55.891,0.000,34.061,26.571,6.549,0.593
2022-11-13,15.271,51.853,0.953,6.744,7.966,56.429,0.000,34.108,27.062,6.500,0.344
2022-11-14,13.427,52.056,0.912,6.475,7.950,56.962,0.000,34.257,27.521,6.942,0.176
2022-11-15,12.136,52.315,0.897,5.859,7.939,55.862,0.000,34.447,27.468,7.171,0.066
2022-11-16,10.219,52.446,0.875,6.330,7.965,54.907,0.000,34.544,28.082,6.561,-0.004
2022-11-17,11.349,52.642,0.855,5.375,7.904,56.400,0.000,34.688,26.537,7.428,-0.104
2022-11-18,8.312,52.525,0.772,7.064,7.959,54.137,0.000,34.602,23.740,9.551,-0.447
2022-11-19,3.575,51.820,0.830,5.261,7.912,41.715,0.010,34.084,23.202,4.326,-0.268
2022-11-20,3.299,51.956,0.830,6.181,7.961,39.670,0.070,34.183,24.247,3.977,-0.197
2022-11-21,3.878,50.604,0.862,5.107,7.858,35.494,1.330,33.192,23.609,3.641,-0.125
2022-11-22,1.581,50.651,0.958,5.812,7.897,30.083,0.000,33.225,24.477,2.635,0.206
2022-11-23,2.402,50.845,0.957,6.918,7.960,33.035,0.000,33.368,25.829,2.702,0.289
2022-11-24,3.397,50.922,0.918,6.692,7.944,35.228,0.000,33.424,26.524,2.715,0.178
2022-11-25,4.551,51.207,0.918,6.907,7.959,38.165,0.000,33.633,26.818,2.915,0.183
2022-11-26,7.431,51.208,0.919,6.968,7.973,40.551,0.000,33.634,27.544,3.108,0.177
2022-11-27,6.338,51.359,0.924,6.430,7.964,41.004,0.000,33.745,27.775,3.056,0.224
2022-11-28,4.705,51.335,0.912,6.182,7.959,41.800,0.000,33.727,27.970,3.045,0.178
2022-11-29,3.291,51.443,0.872,4.499,7.813,43.592,0.000,33.806,27.751,3.131,0.005
2022-11-30,1.974,50.707,0.874,5.362,7.912,41.943,0.000,33.267,26.882,2.711,-0.020
2022-12-01,1.678,50.147,0.877,5.497,7.925,38.466,0.080,32.857,26.761,2.813,-0.093
2022-12-02,0.884,49.568,0.795,5.419,7.855,32.203,0.000,32.434,24.787,2.815,-0.477
2022-12-03,0.552,49.856,null,6.147,7.939,28.042,0.000,32.644,24.052,2.255,-0.385
2022-12-04,0.469,49.684,null,7.383,8.108,26.206,0.000,32.519,24.494,1.877,-0.379
2022-12-05,0.374,49.570,null,7.230,8.085,25.432,0.000,32.435,24.350,1.666,-0.071
2022-12-06,0.559,49.916,null,6.519,8.015,27.820,0.000,32.688,25.154,1.711,0.016
2022-12-07,0.464,49.884,null,7.175,8.081,28.992,0.000,32.665,24.939,1.628,-0.129
2022-12-08,0.485,49.938,null,7.215,8.078,29.306,0.000,32.704,25.032,1.633,-0.279
2022-12-09,1.270,49.828,0.725,7.508,8.138,28.394,0.000,32.624,null,1.539,-0.230
2022-12-10,1.821,50.001,0.749,7.229,8.120,29.872,0.000,32.750,null,1.569,-0.187
2022-12-11,1.946,50.156,0.764,7.140,8.083,31.264,0.000,32.863,null,1.802,-0.120
2022-12-12,1.918,50.569,0.773,7.254,8.041,31.581,0.000,33.166,null,1.851,-0.081
2022-12-13,1.834,50.749,0.817,7.354,8.067,31.857,0.000,33.297,null,1.926,0.061
2022-12-14,1.829,51.061,0.888,6.817,8.038,32.099,0.000,33.526,null,1.914,0.335
2022-12-15,1.657,51.458,0.919,5.821,7.997,32.517,0.000,33.818,null,1.893,0.463
2022-12-16,1.837,50.050,0.842,7.051,8.083,29.495,1.480,32.787,null,2.061,0.238
2022-12-17,1.883,49.467,0.740,5.853,7.989,31.914,0.000,32.360,null,2.349,-0.110
2022-12-18,2.101,49.727,0.788,6.014,8.018,32.448,0.140,32.550,null,2.722,0.004
2022-12-19,1.802,49.228,0.702,6.788,8.006,34.005,0.000,32.186,null,4.230,-0.447
2022-12-20,1.333,48.134,0.720,5.723,7.988,27.025,0.220,31.391,null,2.889,-0.369
2022-12-21,1.367,48.219,0.737,5.816,7.976,28.214,0.000,31.452,null,2.667,-0.195
2022-12-22,1.708,48.867,0.828,6.975,8.055,31.093,0.000,31.923,null,2.485,0.136
2022-12-23,1.886,49.352,0.856,5.998,8.011,30.910,0.100,32.277,null,3.232,0.205
2022-12-24,4.131,49.819,0.812,7.216,8.043,34.330,0.000,32.617,null,23.570,-0.204
2022-12-25,4.281,50.038,0.724,8.121,8.063,38.901,0.000,32.777,null,12.816,-0.579
2022-12-26,3.383,49.464,0.727,8.844,8.069,41.811,0.220,32.359,null,6.666,-0.540
2022-12-27,3.402,48.435,0.784,8.942,8.075,42.973,0.050,31.609,null,5.514,-0.307
2022-12-28,3.092,48.330,0.769,9.227,8.105,43.664,0.000,31.532,null,4.776,-0.357
2022-12-29,2.950,48.343,0.742,8.719,8.123,42.863,0.000,31.542,null,4.029,-0.407
2022-12-30,3.737,48.749,0.742,9.037,8.113,43.082,0.000,31.837,null,4.230,-0.335
2022-12-31,3.827,49.427,0.775,9.424,8.109,44.783,0.000,32.331,null,4.353,-0.231
2023-01-01,3.841,49.353,0.731,9.612,8.129,43.251,0.000,32.278,null,4.683,-0.362
2023-01-02,3.383,49.401,0.710,8.906,8.123,43.527,0.000,32.312,null,4.217,-0.439
2023-01-03,3.114,49.233,0.694,7.623,8.097,41.731,0.000,32.190,null,4.329,-0.447
2023-01-04,3.255,49.249,0.740,8.247,8.138,42.496,0.000,32.202,null,4.206,-0.283
2023-01-05,2.980,49.341,0.738,8.463,8.149,43.309,0.000,32.269,null,4.120,-0.320
2023-01-06,2.678,49.519,0.664,7.295,8.125,43.627,0.000,32.398,null,6.353,-0.618
2023-01-07,1.754,49.947,0.599,7.469,8.105,43.502,0.000,32.711,null,4.838,-0.893
2023-01-08,1.281,48.873,0.625,7.311,8.128,39.916,0.000,31.927,null,3.809,-0.762
2023-01-09,1.421,49.074,0.629,6.628,8.068,39.284,0.000,32.074,null,4.206,-0.639
2023-01-10,1.732,49.510,0.661,6.869,8.146,39.709,0.000,32.391,23.038,5.348,-0.558
2023-01-11,1.831,49.770,0.676,7.322,8.212,40.385,0.000,32.582,20.860,6.139,-0.613
2023-01-12,1.736,49.877,0.694,7.064,8.188,40.249,0.000,32.660,21.500,4.644,-0.531
2023-01-13,2.133,49.948,0.673,6.693,8.181,40.743,0.020,32.712,22.236,9.073,-0.414
2023-01-14,2.692,49.890,0.657,7.226,8.210,43.124,0.000,32.669,18.699,17.938,-0.652
2023-01-15,1.947,50.047,0.636,8.261,8.203,45.659,0.000,32.784,15.189,10.967,-0.860
2023-01-16,1.522,50.243,0.702,8.307,8.199,45.821,0.000,32.927,16.044,5.618,-0.570
2023-01-17,1.423,49.984,0.725,8.627,8.242,45.217,0.000,32.738,17.680,4.813,-0.417
2023-01-18,1.487,49.815,0.750,8.752,8.271,44.869,0.000,32.614,19.233,4.614,-0.335
2023-01-19,1.459,50.048,0.765,8.355,8.242,43.835,0.000,32.785,20.467,4.604,-0.305
2023-01-20,1.369,50.093,0.753,8.523,8.245,43.416,0.000,32.817,21.703,4.438,-0.337
2023-01-21,1.319,50.104,0.705,8.246,8.236,42.426,0.000,32.825,22.938,4.081,-0.428
2023-01-22,1.167,50.143,0.724,7.527,8.218,41.754,0.000,32.854,23.843,3.934,-0.257
2023-01-23,1.077,50.245,0.743,6.516,8.167,40.594,0.000,32.928,25.077,4.496,-0.246
2023-01-24,0.959,50.363,0.641,5.807,8.055,41.853,0.000,33.015,23.660,3.883,-0.673
2023-01-25,0.882,50.400,0.688,6.343,8.132,41.664,0.000,33.042,24.750,3.440,-0.398
2023-01-26,0.910,50.488,0.720,6.058,8.111,40.696,0.000,33.106,25.720,4.108,-0.314
2023-01-27,0.949,50.559,0.586,6.777,8.124,43.186,0.000,33.159,22.457,7.276,-0.941
2023-01-28,0.749,51.269,0.541,6.793,8.105,45.002,0.000,33.678,21.441,4.236,-1.144
2023-01-29,0.686,50.713,0.607,6.265,8.079,43.821,0.000,33.271,23.579,3.667,-0.855
2023-01-30,0.622,50.728,0.670,6.000,8.107,43.112,0.000,33.282,24.892,3.524,-0.589
2023-01-31,0.625,50.975,0.671,6.111,8.112,42.447,0.000,33.463,25.800,3.271,-0.580
2023-02-01,0.592,51.126,0.671,6.105,8.132,42.285,0.000,33.574,26.210,3.350,-0.594
2023-02-02,0.548,51.232,0.671,6.039,8.131,40.160,0.000,33.651,26.280,4.786,-0.554
2023-02-03,0.583,51.295,0.668,6.254,8.125,38.769,0.000,33.698,26.571,5.068,-0.502
2023-02-04,0.704,50.679,0.586,6.489,8.100,39.721,0.340,33.246,23.046,6.124,-0.933
2023-02-05,0.462,49.400,0.596,5.874,8.102,37.976,0.190,32.312,23.074,3.775,-0.821
2023-02-06,0.435,49.960,0.658,6.900,8.151,36.978,0.000,32.720,25.121,3.544,-0.584
2023-02-07,0.467,50.264,0.650,6.262,8.084,36.111,0.000,32.943,23.678,3.699,-0.726
2023-02-08,0.346,50.469,0.620,6.926,8.177,33.354,0.000,33.093,23.724,3.463,-0.820
2023-02-09,0.266,50.209,0.625,7.292,8.221,30.680,0.000,32.902,24.806,3.241,-0.754
2023-02-10,0.245,49.837,0.668,6.685,8.183,29.243,0.000,32.630,25.214,2.887,-0.562
2023-02-11,0.367,50.326,0.669,6.731,8.166,31.135,0.000,32.988,25.888,2.631,-0.461
2023-02-12,0.815,49.886,0.686,6.221,8.131,30.503,0.040,32.666,24.649,10.141,-0.370
2023-02-13,0.652,49.679,0.632,7.543,8.170,34.409,0.000,32.515,21.931,6.607,-0.650
2023-02-14,0.400,49.965,0.595,7.615,8.176,34.821,0.000,32.724,20.622,3.612,-0.827
2023-02-15,0.438,50.382,0.615,7.989,8.226,35.498,0.000,33.029,22.929,3.303,-0.787
2023-02-16,0.465,50.464,0.604,7.170,8.206,35.434,0.000,33.089,24.356,3.057,-0.762
2023-02-17,0.527,50.421,0.636,6.968,8.187,34.659,0.000,33.057,25.343,2.802,-0.653
2023-02-18,0.657,50.586,0.626,6.810,8.176,35.384,0.000,33.178,26.307,3.156,-0.755
2023-02-19,0.529,50.642,0.607,5.450,8.145,36.294,0.000,33.219,25.084,2.593,-0.847
2023-02-20,0.506,50.627,0.625,6.628,8.189,35.077,0.000,33.208,26.454,2.470,-0.691
2023-02-21,0.483,50.850,0.614,6.463,8.158,35.208,0.000,33.371,26.843,2.181,-0.659
2023-02-22,0.524,51.117,0.636,6.328,8.134,36.195,0.000,33.567,26.673,2.265,-0.645
2023-02-23,0.541,51.357,0.659,6.361,8.139,36.835,0.000,33.743,26.821,2.325,-0.666
2023-02-24,0.630,51.787,0.605,6.053,8.118,37.688,0.000,34.059,26.826,2.187,-0.895
2023-02-25,0.704,51.972,0.557,6.941,8.172,40.107,0.000,34.195,26.664,2.029,-1.022
2023-02-26,0.759,52.260,0.529,7.391,8.204,41.542,0.000,34.407,27.302,1.938,-0.994
2023-02-27,0.798,52.800,0.557,7.057,8.184,40.903,0.000,34.805,28.066,2.088,-0.801
2023-02-28,0.791,53.636,0.596,8.062,8.218,39.540,0.000,35.422,28.076,2.582,-0.655
2023-03-01,0.718,53.788,0.575,6.639,8.154,38.975,0.000,35.534,27.460,2.026,-0.786
2023-03-02,1.236,53.976,0.560,6.705,8.183,41.681,0.000,35.674,26.676,2.348,-0.741
2023-03-03,0.994,54.449,0.618,6.628,8.216,42.499,0.000,36.023,26.644,2.403,-0.471
2023-03-04,0.926,54.384,0.681,6.543,8.217,39.997,0.000,35.976,27.216,2.315,-0.335
2023-03-05,0.831,54.843,0.679,6.412,8.203,41.687,0.000,36.316,27.757,1.907,-0.438
2023-03-06,0.908,55.532,0.702,6.586,8.206,43.021,0.000,36.828,28.030,1.900,-0.368
2023-03-07,1.131,55.942,0.721,6.207,8.204,43.052,0.000,37.133,28.280,2.131,-0.234
2023-03-08,1.141,56.558,0.760,6.964,8.189,43.709,0.000,37.592,27.240,2.412,-0.252
2023-03-09,0.958,56.862,0.786,6.784,8.172,43.948,0.000,37.819,25.837,2.801,-0.360
2023-03-10,0.915,56.973,0.837,7.334,8.253,43.428,0.000,37.902,24.986,2.335,-0.181
2023-03-11,0.931,56.691,0.882,6.960,8.216,40.826,0.000,37.691,25.762,2.183,0.100
2023-03-12,1.007,56.804,0.902,6.826,8.196,40.850,0.000,37.776,26.188,2.309,0.171
2023-03-13,0.851,56.843,0.942,6.732,8.201,38.630,0.000,37.805,26.915,2.086,0.318
2023-03-14,0.856,57.328,0.915,5.935,8.165,39.903,0.010,38.168,26.682,2.047,0.155
2023-03-15,0.965,57.719,0.808,6.460,8.157,43.224,0.010,38.461,23.356,3.420,-0.341
2023-03-16,0.901,57.796,0.769,7.975,8.238,41.877,0.000,38.518,21.615,2.729,-0.567
2023-03-17,0.867,57.924,0.846,7.967,8.284,40.365,0.000,38.614,22.773,2.708,-0.201
2023-03-18,0.882,57.798,0.875,8.247,8.233,39.710,0.000,38.520,24.517,2.350,-0.007
2023-03-19,1.085,57.979,0.858,7.188,8.188,40.215,0.030,38.655,25.388,3.541,-0.090
2023-03-20,1.152,57.836,0.736,8.340,8.212,41.218,0.360,38.548,22.088,8.434,-0.647
2023-03-21,0.636,57.858,0.792,8.952,8.313,39.476,0.000,38.565,22.693,2.875,-0.545
2023-03-22,0.631,58.102,0.838,7.826,8.294,38.659,0.000,38.748,24.104,2.603,-0.397
2023-03-23,0.618,58.178,0.805,7.149,8.252,38.212,0.000,38.805,25.046,2.189,-0.449
2023-03-24,0.537,57.866,0.787,6.609,8.235,36.121,0.000,38.571,25.506,2.150,-0.377
2023-03-25,0.586,58.177,0.804,6.675,8.195,35.846,0.020,38.804,26.808,2.569,-0.253
2023-03-26,0.553,58.240,0.789,6.436,8.168,35.516,0.000,38.851,27.523,2.211,-0.314
2023-03-27,0.549,58.293,0.763,6.311,8.151,34.920,0.000,38.891,27.767,2.286,-0.403
2023-03-28,0.551,58.498,0.712,6.889,8.158,34.559,0.000,39.045,29.145,2.191,-0.530
2023-03-29,0.584,58.810,0.686,6.882,8.149,36.169,0.000,39.279,29.973,2.467,-0.572
2023-03-30,0.518,59.139,0.681,5.747,8.095,37.991,0.020,39.527,27.602,2.078,-0.714
2023-03-31,0.426,59.121,0.638,7.355,8.199,37.988,0.010,39.513,26.313,1.826,-0.954
2023-04-01,0.420,58.827,0.674,7.125,8.230,34.981,0.000,39.292,27.193,2.004,-0.771
2023-04-02,0.470,59.057,0.668,6.888,8.174,35.095,0.000,39.465,28.944,2.026,-0.678
2023-04-03,0.547,59.183,0.681,6.928,8.172,34.844,0.000,39.560,29.814,2.135,-0.583
2023-04-04,0.431,59.381,0.697,6.742,8.149,34.897,0.000,39.709,29.340,1.799,-0.544
2023-04-05,0.375,59.333,0.706,6.757,8.205,34.927,0.000,39.673,27.959,1.845,-0.602
2023-04-06,0.362,58.770,0.690,7.252,8.236,32.025,0.000,39.249,27.762,1.942,-0.703
2023-04-07,0.372,58.695,0.700,7.117,8.264,30.514,0.000,39.193,27.628,2.137,-0.639
2023-04-08,0.385,59.062,0.739,5.888,8.175,31.146,0.000,39.468,26.859,2.104,-0.460
2023-04-09,0.498,59.602,0.788,6.190,8.164,32.278,0.000,39.876,28.793,2.317,-0.215
2023-04-10,0.443,59.248,0.779,6.372,8.150,32.953,0.920,39.610,26.513,2.611,-0.302
2023-04-11,0.497,54.519,0.669,6.463,8.133,32.431,1.490,36.079,24.096,4.833,-0.694
2023-04-12,0.326,54.658,0.706,6.315,8.106,28.915,0.340,36.179,23.648,2.851,-0.510
2023-04-13,0.385,56.024,0.864,6.702,8.168,28.030,0.000,37.195,25.550,2.333,0.041
2023-04-14,0.477,56.871,0.852,6.985,8.169,28.491,0.000,37.826,27.876,2.097,0.003
